datetime,north_generation,north_demand,south_generation,south_demand,metropolitan_generation,metropolitan_demand,central_generation,central_demand,northeast_generation,northeast_demand,malaysia_IMP,malaysia_EXP,EDL_IMP,EDL_EXP,hongsa_IMP,cambodia_EXP
01/01/2023 0:05,1991.4,1426.3,1310.6,1565.6,1241.6,3731.5,5074.9,4604.4,1391.4,1664.4,29.4,,0,422.6,939.2,
01/01/2023 1:00,1934.4,1379.6,1201.4,1549.6,1555.3,3641.9,4868.3,4592.6,921.3,1560.2,30.2,,0,407.6,939.4,
01/01/2023 2:00,1933.8,1240.5,1091.6,1473.7,1528.5,3488.1,4885.4,4381.3,927.1,1418.3,29.7,,0,392.3,938.4,
01/01/2023 3:00,1904.7,1188.7,1286.3,1418.1,1522.9,3315.7,4783.4,4273,632.8,1351.8,29.7,,0,383.8,935.6,
01/01/2023 4:00,1881.4,1126.9,1307.4,1390.3,1206.5,3205.8,4850.5,4264.5,603,1329.9,29.7,,0,380.5,938.4,
01/01/2023 5:00,1891.1,1237.1,1355.4,1418.3,1291.1,3201.6,4854.1,4339,813.6,1438,29.7,,0,392.6,940.4,
01/01/2023 6:00,2319.8,1421.6,1362,1484.1,1441.8,3275.1,5012.9,4588.9,823.6,1689.3,29.7,,0,433.1,941.9,
01/01/2023 7:00,1993.3,1396.9,1260.7,1393.4,1441.2,3252.3,5088.7,4281.3,822,1649.5,29.7,,0,490.2,938.8,
01/01/2023 8:00,2018,1222.3,1000.4,1370,1180.1,3302.2,4903.1,3887.4,785.9,1462.4,29.7,,2.8,440,939.3,
01/01/2023 9:00,2114.4,1199.9,960.1,1411.2,1187.8,3388,4973.8,3645.7,706,1354.7,30.1,,21.6,288.4,941.3,
01/01/2023 10:00,2333.4,1218.2,1011.2,1457.6,1202.3,3536.3,4603.7,3320.9,602.3,1236.7,30.1,,19,207.2,942.2,
01/01/2023 11:00,2366,1194.5,988.4,1477.7,1196.5,3545.5,4525.3,3110.3,442.7,1223.2,30.2,,19.4,185,941.3,
01/01/2023 12:00,2359.2,1149.8,921.9,1460.5,1191.6,3529.4,4587.7,3125.1,385,1188.1,30.2,,28.4,173.3,941.2,
01/01/2023 13:00,2275.1,1149.3,962.4,1459.3,1189.2,3568.5,4598,3056.5,383.4,1190.7,30.1,,38.3,164.4,936.4,
01/01/2023 14:00,2397.4,1216.5,1040.2,1479.5,1228.4,3639.7,4720.9,3369.8,546,1258.3,29.4,,33.2,171.1,938.8,
01/01/2023 15:00,2332.1,1246.9,1011.8,1508.5,1556,3752.7,4780.3,3623.7,735.6,1354.1,29.8,,49.9,166.7,944.5,
01/01/2023 16:00,2526,1346.9,1040,1527.7,1645.4,3879.2,5053.7,4006.2,717.9,1541.3,29.8,,41.9,220.8,943.5,
01/01/2023 17:00,3099,1569.2,1152.1,1557.2,1305,4069.4,5546.2,4426.6,721.4,1771,29.5,,41.7,194.9,937.6,
01/01/2023 18:00,3013.1,1932.7,1273.5,1638.1,1508.2,4404.5,6318.6,4975,994,2402.8,29.9,,15.4,298.6,941.4,
01/01/2023 19:00,3037.2,2159,1640,2017.1,1296.7,4728.7,6800.5,5286.1,1431.6,2580.8,29.3,,28.7,320.8,941,
01/01/2023 20:00,3011.5,2033.4,1594.4,1958.6,1298.5,4677.5,6749.4,5207.3,1623.9,2334.3,29.4,,39.6,263,940.7,
01/01/2023 21:00,3060.5,1849.2,1445.6,1904,1301.6,4534.2,6439.3,4983,1103.8,2051.5,29.4,,58.5,234.4,941.5,
01/01/2023 22:00,3054.7,1647.2,1397.6,1812.2,1206.8,4267.5,5635.5,4938.5,1025.7,1809.7,29.4,,37.1,211.1,943.6,
01/01/2023 23:00,2671.3,1442,1276,1708.1,1224.9,3998.2,5391.5,4603.8,982.5,1657.9,29.7,,12,347.2,943,
02/01/2023 0:00,2312.4,1271,1117.8,1584.1,1503.2,3736.9,4945.2,4424.2,993.1,1534.7,29.7,,15.7,305.1,941,
02/01/2023 1:00,2008.4,1170,1157.8,1498.8,1364.2,3517.3,4899.4,4263.2,975.9,1432.4,,28.8,15.2,306.3,938.8,
02/01/2023 2:00,1918,1126.2,1006.5,1434.5,1217.6,3369.1,4923.3,4121.6,1103,1361,,28.8,15.1,293.9,917.9,
02/01/2023 3:00,2042,1135.9,993.2,1387.1,1244.5,3241.1,4954.8,4058.4,647,1320.1,,28.8,16.1,285.9,931.3,
02/01/2023 4:00,2063.4,1152.9,998.5,1363.2,1249,3165.7,4790.2,4075.6,654.9,1298.8,,28.8,15.8,289.7,941.9,
02/01/2023 5:00,2002.7,1212,1003.6,1392.1,1319.8,3198,5124.6,4250.7,587.3,1389.9,,28.7,11.8,289.8,1049.7,
02/01/2023 6:00,2382.8,1446.6,1183.3,1474.2,1241.9,3329.7,5009.2,4317.9,863.4,1670.2,,28.7,2.3,330.3,1287.6,
02/01/2023 7:00,2091.7,1483.7,1154.2,1424.7,1233.5,3376.6,5092.7,4358.9,1143.9,1795.6,,28.6,0,402.9,1484.9,
02/01/2023 8:00,2005.4,1391.4,1107.9,1405.8,1240.1,3554.3,5013.2,4167.9,1071.8,1672.8,,28.6,0,400.8,1495.2,
02/01/2023 9:00,2042.6,1258.2,1071,1477.1,1217.9,3768.3,5025.7,3949,976.6,1618,,28.2,0,299.5,1471.7,
02/01/2023 10:00,2093,1149.9,912.1,1541,1329.9,3950.2,5154.4,3788.5,1008.8,1500.2,,28.2,0.9,242.8,1403.1,
02/01/2023 11:00,2199.3,1166.6,921.9,1562,1252.9,3972.9,5103.1,3636.4,1041.7,1451.7,,28.3,0,287.3,1405.9,
02/01/2023 12:00,2207.4,1206.5,922.7,1545.7,1247.5,3931.2,5059,3376.7,751.3,1383.2,,28.3,5.9,247,1344.3,
02/01/2023 13:00,2195.8,1200,914,1555.2,1246.6,3974.3,5047,3489,747.3,1386.9,,28.4,7.5,223.6,1404.8,
02/01/2023 14:00,2177.6,1260.6,965.8,1592.3,1235.6,4131.3,5095.9,3646.2,643,1423.6,,28.4,7.2,257.5,1508,
02/01/2023 15:00,2626,1382.4,935.9,1603.2,1241.1,4280.8,5002.5,3939.9,973.5,1537.9,,28.8,24.3,244.5,1508.3,
02/01/2023 16:00,2877.9,1430.8,971.8,1627.5,1238.2,4370.6,5311.1,4274.1,939,1701.3,,29.1,29.2,240.2,1507.1,
02/01/2023 17:00,2939.6,1698.3,1318.9,1651.5,1225.7,4493.1,5635.9,4584,1004.6,1938.8,,29.2,26.7,281.3,1504.8,
02/01/2023 18:00,2901.9,2025.2,1542.3,1775.3,1369,4869.6,6373.5,5077.8,1373.9,2576.9,,29.3,17.6,309.4,1506.7,
02/01/2023 19:00,2987.5,2241,1599.3,2118.1,1742.1,5220.6,6482.4,5555.2,1655.7,2665.1,,29.3,20.1,336,1510.5,
02/01/2023 20:00,2900.8,2109,1531.5,2072.3,1609.1,5221.9,6458,5369.7,1687.9,2456,,28.9,29.8,248.8,1506.2,
02/01/2023 21:00,2916,1908.3,1457.1,2008.9,1325.4,5119.5,6320.2,5270,1515.7,2123.1,,29.1,43.6,228,1507.3,
02/01/2023 22:00,3027,1699.4,1348.1,1882.2,1250.7,4848,5542.2,5115.5,1457.9,1848.1,,29,31.8,253.6,1504.2,
02/01/2023 23:00,2985.9,1560.6,1289.1,1856.1,1245.5,4552.8,5202.7,5013,1408.8,1732.5,,28.9,9.6,376.2,1506.4,
03/01/2023 0:00,2438.9,1392.9,1082.6,1740.8,1248.3,4250.1,4932.2,4831.5,1450.2,1625.4,,28.9,13.5,363.2,1506.7,
03/01/2023 1:00,1811.3,1258.6,1202.1,1650.8,1251.4,4017.8,4996.5,4691.6,1222.6,1532,,28.8,13.7,354.6,1506.4,
03/01/2023 2:00,1790.2,1183.6,1140.9,1587.2,1261.7,3835.1,5127.2,4760.4,958.8,1490.4,,28.8,12.8,331.1,1509.4,
03/01/2023 3:00,1790.5,1156,973.4,1533.1,1312,3703.1,5163.9,4675.5,973.4,1420.5,,28.8,7.4,336.6,1516.5,
03/01/2023 4:00,1790.5,1169.5,939.4,1528.9,1423.8,3661.3,5117.9,4602.9,1023,1381.4,,28.8,8.3,334.2,1503.9,
03/01/2023 5:00,1936.4,1311.1,912.7,1574.1,1562.6,3767.9,5013.8,4678.3,1411.1,1509.9,,28.8,3.5,365.6,1511.6,
03/01/2023 6:00,2593.8,1630.8,1010.6,1713.1,1560.6,4196.2,5538.3,5117.1,1462,1869.2,,28.8,0,438.6,1511,
03/01/2023 7:00,2846,1808,1120.1,1678.1,1560.6,4525.4,5943.9,5263.8,1412.6,2112.2,,28.7,0,547.4,1510.4,
03/01/2023 8:00,2498.1,1606.8,1320.8,1616,1500.7,5120,6192.4,5313.9,1329,1831.4,,28.7,0,410.2,1512.3,
03/01/2023 9:00,2652.7,1698.5,1584.5,1769.1,1823.9,5820.3,6245.5,5592.4,1344.1,1726.3,,28.3,0,380.1,1507,
03/01/2023 10:00,2557.8,1703.9,1820.2,1871.6,1665,6077.8,6198,5444.8,1469.2,1603.7,,28.3,4.6,281.9,1508.3,
03/01/2023 11:00,2572.9,1677.1,1711.5,1905.2,1559.1,6290,6342,5459.2,1473.5,1609.8,,28.2,2.2,236.5,1506.9,
03/01/2023 12:00,2526,1552.6,1818,1862.2,1545.1,6027.4,6210,5112.4,1407.8,1592.1,,28.8,4.5,283,866.6,
03/01/2023 13:00,2543.1,1493.8,1832.2,1867,1625.7,6175.8,6678.2,5355.7,1128.4,1565.6,,28.4,5.9,274.6,992.9,
03/01/2023 14:00,2516.2,1662.7,1831,1964.5,1535.2,6582,6993.7,6016.5,1030.9,1797.1,,28.4,0,328.2,992,
03/01/2023 15:00,2499.9,1783.8,1799.7,1975.2,1529.3,6533.1,7648.3,6351.4,1011.9,1897.8,,29.1,16.7,313.3,993.1,
03/01/2023 16:00,2424.3,1772,1841.9,1957,1544.9,6445.7,8490.4,6538.1,1085,2026.6,,62.6,21.9,253.3,994.4,
03/01/2023 17:00,2221.5,1794.1,1693.3,1867.7,1540.1,6088,8482,6457,1157.8,2116.7,,29.1,27,187.1,991.8,
03/01/2023 18:00,2615.4,2153.4,1468.7,1931.7,1833.1,6134.9,9203.3,6757.4,1274.1,2697.3,,29.1,17.4,244.9,997,
03/01/2023 19:00,2700,2257.3,1429.6,2276.1,1840.9,6283.1,10162.4,7117.6,1356,2773.3,,29.4,22.6,227.9,991.9,
03/01/2023 20:00,2687.1,2205,1753.8,2204.3,1844.6,6265.8,10271.2,6869.6,1342.7,2564.7,,29.4,28,159.8,995.5,
03/01/2023 21:00,2738.1,1958.1,1367.9,2126,1836.1,6133.2,9920.8,6807.1,1325.4,2257.6,,29.2,26,179.2,992.5,
03/01/2023 22:00,2706.5,1747.5,1656.8,2020,1519.2,5779.9,8826.3,6611.2,1344.1,1930.2,,29.1,33.4,180.7,992,
03/01/2023 23:00,2661.5,1635.6,1297.4,1977.7,1520.2,5491,8620.1,6540,1458.5,1783.4,,29,35.8,185.5,990.3,
04/01/2023 0:00,2347.3,1493.5,1804,1867,1519.5,5117.3,7556,6238.9,1430.6,1631.8,,29,25.1,159.5,993.9,
04/01/2023 1:00,1959.8,1339.3,1456.1,1760.5,1529.1,4843.8,7429.8,6139.2,1378.1,1579.3,,28,36.3,181.9,988.7,
04/01/2023 2:00,1795.1,1321.3,1188.5,1683.5,1529.5,4649.1,7437.3,6060,1443.6,1513.3,,28,32.9,152.7,989.8,
04/01/2023 3:00,1790.8,1310.9,1168.7,1651,1530,4501.2,7591.7,6015.1,1056.1,1479.4,,28.6,24.1,150.2,1155.7,
04/01/2023 4:00,1786.6,1322.8,1156.8,1630.2,1521.2,4430.9,7490.3,6110.8,1096.1,1521.6,,28.6,20.9,164.6,1373.6,
04/01/2023 5:00,1803.5,1468.2,1694.8,1675.1,1527.9,4511,7568.3,6277.1,875.6,1660.7,,28.5,17.2,164.1,1489.8,
04/01/2023 6:00,1819.3,1784.8,1577.4,1813.3,1531.8,4946.7,7958.5,6642.1,1369.7,2024.9,,28.5,26.2,169.4,1496.3,
04/01/2023 7:00,1821.8,1842.2,1704.5,1787,1521.2,5300.8,7929.2,6779.5,1347.8,2179.8,,28.5,4.6,275.8,1492.9,
04/01/2023 8:00,1850.6,1650.5,1238.8,1691.8,2037.7,5976.7,7914.5,6790.5,1295.4,1916.6,,28.5,5.2,254.5,1511.1,
04/01/2023 9:00,2335.1,1635.4,1206.2,1852.7,2040,6762.2,8150.3,7034.5,1319,1801.4,,28.1,105.6,124.4,1516.4,
04/01/2023 10:00,2605.5,1669.2,1225.3,1955.6,2065.3,6878.4,8052.7,6666.5,1470,1672.5,,28.5,114.6,120.6,1505.4,
04/01/2023 11:00,2463.3,1491.8,1229.8,1985.3,2060.7,6902.4,8083.3,6478,1394.7,1645.7,,28.5,139.4,121.6,1504.3,
04/01/2023 12:00,2088.4,1370,1087.1,1915.6,2006.6,6549.5,8188.7,5780.5,1301,1586.1,,28.5,162.7,120,1462.4,
04/01/2023 13:00,2260.2,1523.6,1593.1,1914.9,1693.8,6773.5,8199.1,6056,1252.2,1604.4,,28.5,163,93.9,1508.3,
04/01/2023 14:00,2849.4,1690.1,1203.2,2000.3,1850.5,7340,9506.1,6807.2,1254.8,1783.3,,28.6,104.2,110.5,1506.4,
04/01/2023 15:00,2875.4,1664,1320.8,1999.8,1848.8,7434.2,9640.5,7108.5,1211.5,1915.6,,28.6,94.7,108.1,1508.8,
04/01/2023 16:00,3332.3,2128.7,1580.9,1984.1,1995.5,7461.9,9629.6,7434.7,1193,2094.9,,28.9,66.9,107.2,1506.5,
04/01/2023 17:00,2798.3,1850.3,1525.8,1914.1,1940.2,6967.9,9376.6,7212.9,1185.6,2222.9,,29.1,42.8,102,1502.6,
04/01/2023 18:00,2956.9,2209.4,1650.8,2039.6,2039.5,6868.9,10012.4,7680.1,1165.7,2811.6,,29.2,20.1,172.9,1502.5,
04/01/2023 19:00,2986.8,2477.2,1674.4,2255.7,2277.9,7067.3,10243.9,8050.3,1492.9,2945.9,,29.2,23.4,223.2,1501.3,
04/01/2023 20:00,2987,2393.7,1688.8,2170.2,1915.1,6937.2,10043.3,7708.5,1396.6,2701.9,,29,36.1,154.8,1500.1,
04/01/2023 21:00,2868.7,2200,1528.9,2070.3,1842.7,6789.6,9753.3,7688.5,1430.2,2345.2,,29,60.2,126.4,1501,
04/01/2023 22:00,2928.4,1959,1274.3,1960.3,1844.8,6440.5,9259.4,7472.6,1297.5,2034.1,,28.7,52.3,115.2,1502.5,
04/01/2023 23:00,2938.8,1831.9,1526.1,1950.9,1521.4,6122.8,8669.3,7892.8,1392.7,1958.6,,28,35,169.6,1496,
05/01/2023 0:00,1835.2,1555.5,1408.2,1837.7,1513.4,5601.5,8013.3,7241.8,1589.7,1751.7,,28.8,38.8,119.9,1504,
05/01/2023 1:00,1829.7,1510.9,1170.3,1745.5,2036.4,5293.6,7675.6,7055.9,1572.7,1673.2,,28.8,49.8,117.8,1493.9,
05/01/2023 2:00,1835,1450.9,1189.2,1686.7,2091.1,5077.6,7528.9,7165.1,1524.4,1571.2,,28.7,39.1,143.5,1502.4,
05/01/2023 3:00,1839.9,1457.9,1191.6,1635.5,2049.6,4894.7,7685.1,6987.7,1555,1540.6,,28.7,34,125.7,1502.1,
05/01/2023 4:00,1852.4,1429.5,1197.4,1606.6,2024.9,4781.4,7694.8,6942.6,1264.6,1505.8,,28.7,32.5,131.1,1505.4,
05/01/2023 5:00,1852.1,1529.8,1257.6,1674.1,2165.2,4819.4,7823.1,6968.5,1266.3,1687.7,,28.7,31.6,147,1512.8,
05/01/2023 6:00,2267.7,1812.7,1198.5,1835.2,2379.6,5213.4,7740,7208.7,1509.4,2065.1,,28.5,27.2,214,1497,
05/01/2023 7:00,2427.2,1883.1,1381.7,1809.7,2395.5,5508.8,7987.5,7260.3,1534.4,2188.3,,28.5,7.4,340.4,1501.5,
05/01/2023 8:00,2215.8,1596.3,1224,1710.5,2415,6120.3,7818.9,7055,1482.8,1834,,28.4,10,266.8,1502.2,
05/01/2023 9:00,2580.2,1586.2,1225.9,1840.9,2239.8,6946,8315.6,7438.3,1504.5,1749.8,,28,127.4,100.5,1503.5,
05/01/2023 10:00,2649.9,1547.3,1274.3,1945.6,2199.7,7193.9,8340.2,7208.5,1557.8,1774.6,,28.2,106.6,90.6,1500.5,
05/01/2023 11:00,2705.5,1682.7,1283.4,1993.3,2178,7270.1,8402.3,7043.1,1506,1720.4,,48.3,133,87.1,1503.2,
05/01/2023 12:00,2418.4,1633.4,1241.8,1886.7,1824.3,6867.1,8103.4,6239.9,1472.2,1608.1,,48.3,169.6,74.6,1499.6,
05/01/2023 13:00,2770.7,1673.5,1248.5,1903.2,1831.2,7112.6,8319.7,6537.1,1453.3,1616.7,,48.3,157.1,80.2,1500.7,
05/01/2023 14:00,2589.1,1821.5,1264.8,2023,2303.3,7645.3,9723.6,7402.2,1519,1847.8,,48.3,86.8,87.2,1505.8,
05/01/2023 15:00,2757.7,1931.8,1254.7,2032.2,2531.4,7702.5,9747.8,7667.8,1475.2,1983,,48.6,84.1,98.1,1503,
05/01/2023 16:00,2839.6,1951.3,1238,1993.7,2703.3,7773.1,9949.7,8022.5,1439.8,2119.3,,48.9,103.6,96.7,1503.1,
05/01/2023 17:00,2541.7,1897.5,1281.6,1896.9,2659.8,7247.1,9755.3,7816.9,1424.3,2224.2,,29.2,30.8,177.2,1497.1,
05/01/2023 18:00,2928.1,2255.7,1387.3,1924.8,2481.7,7254.1,9990.1,8326.3,1453.1,2887.4,,29.2,16.7,250.1,1500.7,
05/01/2023 19:00,2934.8,2501,1461.8,2305.5,2695.2,7377.1,10223.1,8645.2,1955.5,2980,,29.3,19.7,239.9,1501,
05/01/2023 20:00,2885.9,2417.3,1484.4,2243.4,2688.6,7208.5,9793,8261.1,1846.2,2753.7,,29,29.1,192.1,1503.9,
05/01/2023 21:00,2335,2144.6,1486.1,2164.8,2672.1,7057.4,9537.7,8171.5,1719.2,2408.6,,29,17.2,137.6,1503.8,
05/01/2023 22:00,2148.7,1878.3,1228.9,2044.7,2375.1,6708,8938.6,7875.9,1734.3,2066.7,,29,23.1,120.1,1505.3,
05/01/2023 23:00,2635.1,1756.6,1345.2,1975.3,2240.8,6400.8,8252.3,8202.7,1685.6,1977.9,,28.8,32.4,135.3,1500.7,
06/01/2023 0:00,2312.9,1606.3,1264.7,1842.4,1791.6,5843.7,8099.5,7967.7,1666.4,1874.5,,28.8,36.2,111,1497.5,
06/01/2023 1:00,1844.5,1477.9,1213.5,1759.5,2069.8,5575.1,7871.8,7696,1661.9,1745.2,,28.6,42.4,86.6,1509.8,
06/01/2023 2:00,1833.8,1410.8,1245.8,1691.4,2340,5355.9,8043.6,7772.9,1614.4,1685.6,,28.6,41.6,91,1493.6,
06/01/2023 3:00,1818.3,1375.5,1215.8,1629.1,2017.7,5129,7968,7547.1,1599.8,1638.9,,28.6,50.2,91.4,1504.4,
06/01/2023 4:00,1843,1424.7,1189.6,1618,2168.8,5018.6,7986.5,7508.6,1382.5,1635.1,,28.6,48.2,94.6,1489,
06/01/2023 5:00,1837.7,1570.1,1236.8,1675.8,2419.3,5040.9,8127.3,7609.6,1394.3,1775,,28.6,39.2,108.9,1509.4,
06/01/2023 6:00,2225.8,1897.7,1413.9,1835,2348.7,5439.5,8264.4,7896,1632.6,2142.3,,28.6,20.9,139.5,1504.7,
06/01/2023 7:00,2312.3,1864.8,1606.5,1781.2,2353.4,5687.1,8257.3,7825.6,1622.8,2269.4,,28.6,3.2,204.7,1513.2,
06/01/2023 8:00,2193.3,1628.5,1194.5,1697.9,2279.2,6274.1,8461.2,7648.4,1589.9,1949.4,,28.1,55.2,115.7,1507.8,
06/01/2023 9:00,2703,1703.4,1226.4,1838.3,2332.6,7068.2,8554.2,7776.4,1615.5,1772.9,,28.3,192.8,98.9,1505.1,
06/01/2023 10:00,2627.7,1693.4,1215.6,1938,2213.5,7319,8545.1,7385.8,1664.2,1685.2,,97.6,179.4,103.4,1503.9,
06/01/2023 11:00,2629.8,1712.7,1172.4,1961.4,2290.7,7357.2,8581.5,7104.7,1644.1,1666.4,,97.6,142.2,105.6,1506.8,
06/01/2023 12:00,2002.7,1611.2,1170.5,1887,2184.9,6866.4,8361.2,6213.9,1623.1,1598,,97.6,174,82.1,1507.2,
06/01/2023 13:00,2114.3,1626.6,1263.3,1847.5,1792.3,7118.3,8980.9,6689.2,1647.9,1698,,97.7,183.3,65.5,1512.4,
06/01/2023 14:00,2457.3,1786.5,1261.9,1949.8,2039.6,7666.8,9881.5,7648.5,1683.2,1890.7,,97.8,136.2,73.5,1505.2,
06/01/2023 15:00,2432.6,1890.3,1263.9,1937.4,2305.1,7606.8,10090.6,7790.3,1677.9,1954.9,,97.7,135,69.6,1507.2,
06/01/2023 16:00,2422.5,1907.2,1387.3,1901.7,2717,7642.4,10164,8145.4,1552.2,2092.7,,97.7,144.4,73.5,1507.9,
06/01/2023 17:00,2289.5,1962.3,1277.5,1844.4,2634,7125.8,9871.3,7865.9,1571.6,2217.7,,98,126.8,76.8,1508.5,
06/01/2023 18:00,2803.3,2290,1264,1941.6,2516.8,7061.5,10242.9,8277,1571.9,2736.2,,98,118.6,97.3,1509.3,
06/01/2023 19:00,2773.8,2420.6,1386.3,2197.2,2678.2,7146.6,10349.3,8544.1,1568.2,2834.3,,28.4,110.7,110.3,1508.7,
06/01/2023 20:00,2762.7,2375.4,1288.3,2118.5,2404.1,6896.5,10061.4,8162.6,1527,2604.8,,28.4,54,150.1,1506.4,
06/01/2023 21:00,2781.4,2173.8,1322.2,2019.6,2069,6707.9,9706.6,8146,1429.7,2280.4,,28.7,25.2,141.8,1504.7,
06/01/2023 22:00,2410.3,1911.2,1300.7,1904.9,2073.4,6371.9,9013,7971.4,1490.7,1983.9,,28.1,40.3,114.5,1508.4,
06/01/2023 23:00,2671.2,1829.4,1330.5,1907.9,2333.1,6096.2,8519.5,8544.2,1429,2010.1,,28.3,33.1,148.2,1505,
07/01/2023 0:00,2201,1629.7,1213.2,1809.1,2360.4,5577.4,7891,8047.4,1348.2,1853.8,,28.3,34.3,143.4,1509.4,
07/01/2023 1:00,1912.8,1515,1216.4,1699.6,2480.4,5321.9,7931.3,8052,1320.7,1775.3,,28.1,38.5,123,1510.8,
07/01/2023 2:00,2052.7,1475.1,1217.1,1649,2462.6,5106.4,7879.5,8002.1,1334.4,1695.1,,28.1,47.1,127.3,1515.5,
07/01/2023 3:00,1963.2,1463.8,1202.8,1604.7,2342.3,4912,7868.7,7808.1,1316.3,1668.4,,28.3,44.2,123.4,1507.2,
07/01/2023 4:00,1893.6,1449.4,1198.6,1603,2142.6,4789.2,7889.3,7638.2,1359.7,1699.5,,28.3,44.3,123.2,1496.3,
07/01/2023 5:00,1946.4,1498.5,1271.3,1634.8,1904,4752.6,7897.6,7661.5,1408.5,1813.3,,28.3,38.3,136.2,1511.6,
07/01/2023 6:00,2160.8,1739.7,1350.2,1742.6,2424.2,4943.6,7761.4,7863.8,1438.5,2033,,28.3,22.2,159.9,1507.2,
07/01/2023 7:00,2277,1783.8,1466.9,1777.2,2558.5,5099,7763.6,7897.3,1393.3,2118.6,,28.3,2.8,244.9,1508.7,
07/01/2023 8:00,2371.6,1678.9,1300.2,1760,2482.8,5526.8,8027.4,7810.7,1224.6,2003.9,,28.3,46.4,171.9,1512.4,
07/01/2023 9:00,2526.6,1673.7,1302.6,1851.5,2534.6,6244.3,8408.2,8095.6,1317.8,2037.2,,28.1,39.2,164,1510,
07/01/2023 10:00,2561.1,1661,1320,1912.4,2426.9,6377.4,8435.5,7895.7,1343.4,2003.7,,28,86.6,123.8,1504.5,
07/01/2023 11:00,2595.9,1641.5,1319.9,1923.5,2245.3,6386.5,8432.5,7830.2,1283.6,1936.2,,27.9,80.4,131.9,1509.5,
07/01/2023 12:00,2705,1672.6,1307.8,1842.4,2069.6,5962.9,7772.3,6999.2,1271.2,1831.2,,27.9,99.3,111.2,1507.3,
07/01/2023 13:00,2661.8,1646.5,1293.9,1822.9,2241.7,6121.3,7976.7,7175.5,1204.3,1818.8,,28,102.5,112.1,1508.3,
07/01/2023 14:00,2575.8,1687.3,1333.9,1884,2324.7,6618.7,9104.7,8046.3,1241.9,1934.4,,28,72.8,132.3,1506.4,
07/01/2023 15:00,2574.3,1693.9,1560.4,1873.4,2805.1,6626.2,9139.2,8356.1,1191.1,2020.6,,28.1,67.1,128.6,1511.3,
07/01/2023 16:00,2606.7,1768.3,1666.9,1877.8,2759.6,6573.1,9296.5,8580.2,1183,2176,,28.1,61.4,132.1,1508.3,
07/01/2023 17:00,2325.5,1915,1209.3,1851.6,2730.1,6165.6,9115.7,8112,1153.2,2294,,48.1,81.1,120,1515,
07/01/2023 18:00,2880.8,2259.9,1544.8,1975.7,2897.8,6351.7,9646.5,8670.9,1175.6,2822.5,,48.1,66.6,155.7,1511.5,
07/01/2023 19:00,2886.1,2445,1981.3,2167.5,2886.6,6579.4,9720.9,8963.6,1652,3025.6,,48.1,118.7,127.4,1506.1,
07/01/2023 20:00,2837.8,2352,1897.1,2060.1,2798.6,6460.8,9510.9,8566.2,1326.9,2791,,48.1,108.5,108,1507.1,
07/01/2023 21:00,2829,2107.5,1587.5,1959.4,2806.1,6342.3,9491.7,8491.9,1269.3,2489.6,,28,48,167.8,1506.6,
07/01/2023 22:00,2845.2,1936.8,1303.6,1841.1,2803.1,6095.1,8955.5,8438.9,1226.6,2251.2,,28,48.8,147,1509.6,
07/01/2023 23:00,2882.8,1728.8,1455.1,1774.3,2560.5,5828.1,7751.4,8106.7,1130.8,2105.1,,28,32.1,167.4,1508.7,
08/01/2023 0:00,2555.2,1625.4,1323.5,1667.8,2514.7,5450.6,7342.8,7955.1,1116.1,1946.1,,27.9,34.9,141.1,1510.2,
08/01/2023 1:00,2355.5,1499.8,1551.2,1586.4,2536.6,5188.7,7256.6,7681.8,1204.8,1834.7,,27.9,37.5,146.5,1518.1,
08/01/2023 2:00,2307.4,1451.1,1511.8,1543.7,2545.9,4991,7145.2,7522.8,1234.1,1749.2,,27.9,23.6,179.5,1419.6,
08/01/2023 3:00,2165.7,1350.2,1398.8,1501.5,2546.2,4829,7176.2,7496.1,1218.6,1684.9,,28.1,26.9,201,1420,
08/01/2023 4:00,1894.1,1416.3,1178.3,1487,2543.7,4711.9,7203.7,7473.5,1154.6,1681.5,,28.1,43,149.6,1499.5,
08/01/2023 5:00,2047.4,1534,1143.2,1533.6,2502.8,4665.3,7299.1,7516.6,1285.3,1791.2,,28.2,35.6,161.6,1502,
08/01/2023 6:00,2070.8,1700.4,1222.3,1621.2,2434.3,4750.6,7470.8,7429.1,1550.2,2038.4,,28.2,20.5,177.4,1512.4,
08/01/2023 7:00,2148.2,1724.7,1326.8,1625.8,2512.1,4708.8,7383.8,7264.3,1389.3,2054.4,,28.1,5.2,258.5,1506.1,
08/01/2023 8:00,2107.3,1661.7,1450.6,1599.5,2572.3,4754,7205.4,6815.9,1160.5,1936.9,,27.9,0,320.8,1508.8,
08/01/2023 9:00,2258.7,1660.2,1162.8,1673.7,2500.5,5042.2,7289.3,6542.8,1229.2,1837.3,,28,0.6,254.8,1500.4,
08/01/2023 10:00,2344.4,1661.4,1194.6,1720,2431.8,5290.1,7298.5,6447.6,1319.2,1744.9,,27.9,11,177.8,1507.7,
08/01/2023 11:00,2468.7,1602,1256.6,1741.1,2222.1,5312.3,7326.4,6371.5,1312.6,1708,,27.9,9.9,165.6,1510.7,
08/01/2023 12:00,2418.9,1569.1,1171.6,1713.2,2034.5,5190.2,7239,5993.9,1218.6,1696.9,,27.9,24.5,138.2,1499.9,
08/01/2023 13:00,2459.7,1574.1,1217.5,1696.5,2282.7,5195.2,7204.8,6208.6,1085.9,1691.6,,28,22.1,150,1517.6,
