Year,Month,Tariff,Quantity,UNIT
2010,April,Temporary,64.017582,GWh
2010,April,Stand By Rate,3.059752,GWh
2010,April,Interruptible Rate,133.669418,GWh
2010,April,Free of Charge,168.962326,GWh
2010,April,Direct Customer,148.35508,GWh
2010,May,Residential (< 150),862.250529,GWh
2010,May,Residential (> 150),2442.081415,GWh
2010,May,Small  General,1450.252927,GWh
2010,May,Medium  General,2109.480618,GWh
2010,May,Large General,5174.790955,GWh
2010,May,Specific  Business,418.328949,GWh
2010,May,Government & Nonprofit,440.154912,GWh
2010,May,Agriculture Pumping,27.335258,GWh
2010,May,Temporary,80.886284,GWh
2010,May,Stand By Rate,4.00517,GWh
2010,May,Interruptible Rate,150.842291,GWh
2010,May,Free of Charge,169.044694,GWh
2010,May,Direct Customer,149.305859,GWh
2010,June,Residential (< 150),740.321557,GWh
2010,June,Residential (> 150),2266.981511,GWh
2010,June,Small  General,1375.225965,GWh
2010,June,Medium  General,2072.007266,GWh
2010,June,Large General,5088.829762,GWh
2010,June,Specific  Business,391.843071,GWh
2010,June,Government & Nonprofit,476.136147,GWh
2010,June,Agriculture Pumping,27.448874,GWh
2010,June,Temporary,75.165618,GWh
2010,June,Stand By Rate,3.61907,GWh
2010,June,Interruptible Rate,142.812473,GWh
2010,June,Free of Charge,165.216849,GWh
2010,June,Direct Customer,142.6419,GWh
2010,July,Residential (< 150),712.254944,GWh
2010,July,Residential (> 150),2194.336491,GWh
2010,July,Small  General,1349.377844,GWh
2010,July,Medium  General,2071.682559,GWh
2010,July,Large General,5243.233192,GWh
2010,July,Specific  Business,407.196056,GWh
2010,July,Government & Nonprofit,472.266208,GWh
2010,July,Agriculture Pumping,30.425272,GWh
2010,July,Temporary,61.609244,GWh
2010,July,Stand By Rate,10.52805,GWh
2010,July,Interruptible Rate,147.380455,GWh
2010,July,Free of Charge,175.061059,GWh
2010,July,Direct Customer,190.596259,GWh
2010,August,Residential (< 150),679.668578,GWh
2010,August,Residential (> 150),2081.889895,GWh
2010,August,Small  General,1293.269775,GWh
2010,August,Medium  General,2019.339862,GWh
2010,August,Large General,5189.752777,GWh
2010,August,Specific  Business,392.529209,GWh
2010,August,Government & Nonprofit,441.201444,GWh
2010,August,Agriculture Pumping,11.565443,GWh
2010,August,Temporary,59.380591,GWh
2010,August,Stand By Rate,6.703125,GWh
2010,August,Interruptible Rate,136.646436,GWh
2010,August,Free of Charge,173.921032,GWh
2010,August,Direct Customer,145.968464,GWh
2010,September,Residential (< 150),663.628662,GWh
2010,September,Residential (> 150),2038.147452,GWh
2010,September,Small  General,1278.685105,GWh
2010,September,Medium  General,2024.364782,GWh
2010,September,Large General,5134.802839,GWh
2010,September,Specific  Business,382.655643,GWh
2010,September,Government & Nonprofit,464.497406,GWh
2010,September,Agriculture Pumping,8.522557,GWh
2010,September,Temporary,60.043982,GWh
2010,September,Stand By Rate,4.628918,GWh
2010,September,Interruptible Rate,120.521782,GWh
2010,September,Free of Charge,162.215989,GWh
2010,September,Direct Customer,152.025862,GWh
2010,October,Residential (< 150),693.552817,GWh
2010,October,Residential (> 150),2016.425974,GWh
2010,October,Small  General,1279.066042,GWh
2010,October,Medium  General,1968.979838,GWh
2010,October,Large General,5283.378698,GWh
2010,October,Specific  Business,385.913166,GWh
2010,October,Government & Nonprofit,415.563266,GWh
2010,October,Agriculture Pumping,9.463842,GWh
2010,October,Temporary,62.612948,GWh
2010,October,Stand By Rate,7.90062,GWh
2010,October,Interruptible Rate,133.921964,GWh
2010,October,Free of Charge,182.424215,GWh
2010,October,Direct Customer,143.619827,GWh
2010,November,Residential (< 150),617.225496,GWh
2010,November,Residential (> 150),1819.360625,GWh
2010,November,Small  General,1185.143738,GWh
2010,November,Medium  General,1894.082236,GWh
2010,November,Large General,5042.797738,GWh
2010,November,Specific  Business,358.820167,GWh
2010,November,Government & Nonprofit,374.053289,GWh
2010,November,Agriculture Pumping,9.624238,GWh
2010,November,Temporary,59.188336,GWh
2010,November,Stand By Rate,19.69108,GWh
2010,November,Interruptible Rate,127.599891,GWh
2010,November,Free of Charge,174.302083,GWh
2010,November,Direct Customer,141.776538,GWh
2010,December,Residential (< 150),638.001683,GWh
2010,December,Residential (> 150),1848.352475,GWh
2010,December,Small  General,1221.472851,GWh
2010,December,Medium  General,1890.784458,GWh
2010,December,Large General,4943.62643,GWh
2010,December,Specific  Business,383.865814,GWh
2010,December,Government & Nonprofit,387.529957,GWh
2010,December,Agriculture Pumping,20.869798,GWh
2010,December,Temporary,64.927518,GWh
2010,December,Stand By Rate,10.63806,GWh
2010,December,Interruptible Rate,130.783636,GWh
2010,December,Free of Charge,186.15238,GWh
2010,December,Direct Customer,141.638337,GWh
2011,January,Residential (< 150),627.396185,GWh
2011,January,Residential (> 150),1712.650329,GWh
2011,January,Small  General,1156.944315,GWh
2011,January,Medium  General,1795.354573,GWh
2011,January,Large General,4959.23885,GWh
2011,January,Specific  Business,367.92731,GWh
2011,January,Government & Nonprofit,347.904498,GWh
2011,January,Agriculture Pumping,46.8668,GWh
2011,January,Temporary,62.002962,GWh
2011,January,Stand By Rate,2.77484,GWh
2011,January,Interruptible Rate,137.356709,GWh
2011,January,Free of Charge,183.493113,GWh
2011,January,Direct Customer,144.460777,GWh
2011,February,Residential (< 150),620.555272,GWh
2011,February,Residential (> 150),1739.667946,GWh
2011,February,Small  General,1162.926067,GWh
2011,February,Medium  General,1780.84028,GWh
2011,February,Large General,4872.642712,GWh
2011,February,Specific  Business,376.101584,GWh
2011,February,Government & Nonprofit,354.113006,GWh
2011,February,Agriculture Pumping,54.529978,GWh
2011,February,Temporary,60.457865,GWh
2011,February,Stand By Rate,7.21511,GWh
2011,February,Interruptible Rate,125.211364,GWh
2011,February,Free of Charge,165.956807,GWh
2011,February,Direct Customer,129.717334,GWh
2011,March,Residential (< 150),747.005312,GWh
2011,March,Residential (> 150),1950.392272,GWh
2011,March,Small  General,1284.658579,GWh
2011,March,Medium  General,2028.965875,GWh
2011,March,Large General,5425.398007,GWh
2011,March,Specific  Business,400.121967,GWh
2011,March,Government & Nonprofit,392.672548,GWh
2011,March,Agriculture Pumping,47.467446,GWh
2011,March,Temporary,70.037647,GWh
2011,March,Stand By Rate,4.73277,GWh
2011,March,Interruptible Rate,151.372164,GWh
2011,March,Free of Charge,186.888278,GWh
2011,March,Direct Customer,132.969068,GWh
2011,April,Residential (< 150),765.435973,GWh
2011,April,Residential (> 150),1975.924197,GWh
2011,April,Small  General,1251.240262,GWh
2011,April,Medium  General,1852.537522,GWh
2011,April,Large General,4828.621776,GWh
2011,April,Specific  Business,401.623876,GWh
2011,April,Government & Nonprofit,348.202098,GWh
2011,April,Agriculture Pumping,36.919049,GWh
2011,April,Temporary,64.37078,GWh
2011,April,Stand By Rate,4.93061,GWh
2011,April,Interruptible Rate,132.197564,GWh
2011,April,Free of Charge,175.124755,GWh
2011,April,Direct Customer,140.272251,GWh
2011,May,Residential (< 150),822.322908,GWh
2011,May,Residential (> 150),2223.245753,GWh
2011,May,Small  General,1396.444364,GWh
2011,May,Medium  General,2100.378022,GWh
2011,May,Large General,5310.096804,GWh
2011,May,Specific  Business,426.204331,GWh
2011,May,Government & Nonprofit,413.50666,GWh
2011,May,Agriculture Pumping,14.958875,GWh
2011,May,Temporary,70.769196,GWh
2011,May,Stand By Rate,6.54405,GWh
2011,May,Interruptible Rate,138.868582,GWh
2011,May,Free of Charge,177.650679,GWh
2011,May,Direct Customer,150.853708,GWh
2011,June,Residential (< 150),756.595195,GWh
2011,June,Residential (> 150),2156.279408,GWh
2011,June,Small  General,1375.337105,GWh
2011,June,Medium  General,2090.881855,GWh
2011,June,Large General,5311.263487,GWh
2011,June,Specific  Business,405.468064,GWh
2011,June,Government & Nonprofit,467.34997,GWh
2011,June,Agriculture Pumping,14.234614,GWh
2011,June,Temporary,71.742871,GWh
2011,June,Stand By Rate,3.1265,GWh
2011,June,Interruptible Rate,132.549527,GWh
2011,June,Free of Charge,170.646912,GWh
2011,June,Direct Customer,134.451359,GWh
2011,July,Residential (< 150),760.185774,GWh
2011,July,Residential (> 150),2172.714603,GWh
2011,July,Small  General,1370.252499,GWh
2011,July,Medium  General,2068.872707,GWh
2011,July,Large General,5436.078018,GWh
2011,July,Specific  Business,419.764198,GWh
2011,July,Government & Nonprofit,461.114571,GWh
2011,July,Agriculture Pumping,20.693755,GWh
2011,July,Temporary,70.725636,GWh
2011,July,Stand By Rate,8.5998,GWh
2011,July,Interruptible Rate,141.533782,GWh
2011,July,Free of Charge,176.320394,GWh
2011,July,Direct Customer,148.357407,GWh
2011,August,Residential (< 150),727.795468,GWh
2011,August,Residential (> 150),2173.52556,GWh
2011,August,Small  General,1361.345901,GWh
2011,August,Medium  General,2072.756221,GWh
2011,August,Large General,5431.327899,GWh
2011,August,Specific  Business,421.304192,GWh
2011,August,Government & Nonprofit,456.417279,GWh
2011,August,Agriculture Pumping,10.778812,GWh
2011,August,Temporary,70.572472,GWh
2011,August,Stand By Rate,11.070085,GWh
2011,August,Interruptible Rate,139.210764,GWh
2011,August,Free of Charge,181.204768,GWh
2011,August,Direct Customer,154.13497,GWh
2011,September,Residential (< 150),710.920563,GWh
2011,September,Residential (> 150),2128.532012,GWh
2011,September,Small  General,1327.1864,GWh
2011,September,Medium  General,2017.602851,GWh
2011,September,Large General,5486.305618,GWh
2011,September,Specific  Business,403.147205,GWh
2011,September,Government & Nonprofit,496.652672,GWh
2011,September,Agriculture Pumping,5.741872,GWh
2011,September,Temporary,72.939595,GWh
2011,September,Stand By Rate,6.023051,GWh
2011,September,Interruptible Rate,130.32909,GWh
2011,September,Free of Charge,179.44993505,GWh
2011,September,Direct Customer,148.060658,GWh
2011,October,Residential (< 150),719.024216,GWh
2011,October,Residential (> 150),2080.122028,GWh
2011,October,Small  General,1300.832688,GWh
2011,October,Medium  General,1864.044801,GWh
2011,October,Large General,4966.210514,GWh
2011,October,Specific  Business,403.993036,GWh
2011,October,Government & Nonprofit,397.36955,GWh
2011,October,Agriculture Pumping,5.620211,GWh
2011,October,Temporary,74.376689,GWh
2011,October,Stand By Rate,8.031503,GWh
2011,October,Interruptible Rate,131.432819,GWh
2011,October,Free of Charge,180.28641397,GWh
2011,October,Direct Customer,146.047715,GWh
2011,November,Residential (< 150),691.462866,GWh
2011,November,Residential (> 150),2013.757053,GWh
2011,November,Small  General,1252.193308,GWh
2011,November,Medium  General,1701.886181,GWh
2011,November,Large General,4449.45788,GWh
2011,November,Specific  Business,399.777644,GWh
2011,November,Government & Nonprofit,389.632682,GWh
2011,November,Agriculture Pumping,10.922574,GWh
2011,November,Temporary,73.222316,GWh
2011,November,Stand By Rate,3.85326,GWh
2011,November,Interruptible Rate,124.318255,GWh
2011,November,Free of Charge,192.787609,GWh
2011,November,Direct Customer,137.29737,GWh
2011,December,Residential (< 150),652.646203,GWh
2011,December,Residential (> 150),1871.298395,GWh
2011,December,Small  General,1206.833485,GWh
2011,December,Medium  General,1742.353502,GWh
2011,December,Large General,4623.045795,GWh
2011,December,Specific  Business,373.873141,GWh
2011,December,Government & Nonprofit,363.288327,GWh
2011,December,Agriculture Pumping,27.977679,GWh
2011,December,Temporary,79.408544,GWh
2011,December,Stand By Rate,1.66957,GWh
2011,December,Interruptible Rate,134.107834,GWh
2011,December,Free of Charge,198.576466,GWh
2011,December,Direct Customer,146.741471,GWh
2012,January,Residential (< 150),675.009162,GWh
2012,January,Residential (> 150),1965.580969,GWh
2012,January,Small  General,1245.531214,GWh
2012,January,Medium  General,1803.21958,GWh
2012,January,Large General,4970.478977,GWh
2012,January,Specific  Business,417.437905,GWh
2012,January,Government & Nonprofit,351.018415,GWh
2012,January,Agriculture Pumping,46.32596,GWh
2012,January,Temporary,82.876689,GWh
2012,January,Stand By Rate,9.15343,GWh
2012,January,Interruptible Rate,138.046784,GWh
2012,January,Free of Charge,190.930828,GWh
2012,January,Direct Customer,147.944676,GWh
2012,February,Residential (< 150),682.863886,GWh
2012,February,Residential (> 150),2062.611145,GWh
2012,February,Small  General,1300.399879,GWh
2012,February,Medium  General,1903.273368,GWh
2012,February,Large General,5205.658951,GWh
2012,February,Specific  Business,427.454387,GWh
2012,February,Government & Nonprofit,392.168692,GWh
2012,February,Agriculture Pumping,50.419137,GWh
2012,February,Temporary,82.998957,GWh
2012,February,Stand By Rate,41.84453,GWh
2012,February,Interruptible Rate,134.680527,GWh
2012,February,Free of Charge,178.029734,GWh
2012,February,Direct Customer,147.000045,GWh
2012,March,Residential (< 150),808.221412,GWh
2012,March,Residential (> 150),2379.503124,GWh
2012,March,Small  General,1456.87658,GWh
2012,March,Medium  General,2129.614866,GWh
2012,March,Large General,5766.36753,GWh
2012,March,Specific  Business,480.898373,GWh
2012,March,Government & Nonprofit,431.006129,GWh
2012,March,Agriculture Pumping,50.920389,GWh
2012,March,Temporary,94.223632,GWh
2012,March,Stand By Rate,49.474637,GWh
2012,March,Interruptible Rate,150.468145,GWh
2012,March,Free of Charge,186.311115,GWh
2012,March,Direct Customer,153.604157,GWh
2012,April,Residential (< 150),817.958771,GWh
2012,April,Residential (> 150),2483.590202,GWh
2012,April,Small  General,1432.528553,GWh
2012,April,Medium  General,1929.908897,GWh
2012,April,Large General,5154.270142,GWh
2012,April,Specific  Business,473.855711,GWh
2012,April,Government & Nonprofit,371.302907,GWh
2012,April,Agriculture Pumping,38.242963,GWh
2012,April,Temporary,91.83464,GWh
2012,April,Stand By Rate,54.480531,GWh
2012,April,Interruptible Rate,133.614327,GWh
2012,April,Free of Charge,177.267389,GWh
2012,April,Direct Customer,146.26545,GWh
2012,May,Residential (< 150),845.107235,GWh
2012,May,Residential (> 150),2623.54568,GWh
2012,May,Small  General,1523.727889,GWh
2012,May,Medium  General,2151.540656,GWh
2012,May,Large General,5816.316486,GWh
2012,May,Specific  Business,473.644991,GWh
2012,May,Government & Nonprofit,431.067134,GWh
2012,May,Agriculture Pumping,22.665139,GWh
2012,May,Temporary,98.421175,GWh
2012,May,Stand By Rate,62.030106,GWh
2012,May,Interruptible Rate,129.548891,GWh
2012,May,Free of Charge,179.951912,GWh
2012,May,Direct Customer,153.913954,GWh
2012,June,Residential (< 150),715.536095,GWh
2012,June,Residential (> 150),2353.946645,GWh
2012,June,Small  General,1403.040467,GWh
2012,June,Medium  General,2048.124577,GWh
2012,June,Large General,5643.155189,GWh
2012,June,Specific  Business,442.428206,GWh
2012,June,Government & Nonprofit,443.473121,GWh
2012,June,Agriculture Pumping,20.76081,GWh
2012,June,Temporary,98.311785,GWh
2012,June,Stand By Rate,53.777175,GWh
2012,June,Interruptible Rate,125.288345,GWh
2012,June,Free of Charge,171.263517,GWh
2012,June,Direct Customer,173.835544,GWh
2012,July,Residential (< 150),709.972237,GWh
2012,July,Residential (> 150),2335.450829,GWh
2012,July,Small  General,1395.485444,GWh
2012,July,Medium  General,2077.280943,GWh
2012,July,Large General,5802.95711,GWh
2012,July,Specific  Business,451.773579,GWh
2012,July,Government & Nonprofit,456.692998,GWh
2012,July,Agriculture Pumping,32.412231,GWh
2012,July,Temporary,100.279525,GWh
2012,July,Stand By Rate,60.082123,GWh
2012,July,Interruptible Rate,148.257455,GWh
2012,July,Free of Charge,177.302557,GWh
2012,July,Direct Customer,157.310075,GWh
2012,August,Residential (< 150),693.346887,GWh
2012,August,Residential (> 150),2312.042005,GWh
2012,August,Small  General,1380.272627,GWh
2012,August,Medium  General,2028.545196,GWh
2012,August,Large General,5640.195515,GWh
2012,August,Specific  Business,457.524279,GWh
2012,August,Government & Nonprofit,424.945556,GWh
2012,August,Agriculture Pumping,32.857253,GWh
2012,August,Temporary,102.614957,GWh
2012,August,Stand By Rate,64.828221,GWh
2012,August,Interruptible Rate,145.112364,GWh
2012,August,Free of Charge,180.038211,GWh
2012,August,Direct Customer,160.056605,GWh
2012,September,Residential (< 150),676.783452,GWh
2012,September,Residential (> 150),2209.896494,GWh
2012,September,Small  General,1342.690744,GWh
2012,September,Medium  General,2002.222813,GWh
2012,September,Large General,5607.955624,GWh
2012,September,Specific  Business,419.169672,GWh
2012,September,Government & Nonprofit,460.520071,GWh
2012,September,Agriculture Pumping,11.508825,GWh
2012,September,Temporary,101.595012,GWh
2012,September,Stand By Rate,58.61644,GWh
2012,September,Interruptible Rate,142.770236,GWh
2012,September,Free of Charge,170.594272,GWh
2012,September,Direct Customer,146.539114,GWh
2012,October,Residential (< 150),717.651095,GWh
2012,October,Residential (> 150),2312.201623,GWh
2012,October,Small  General,1506.901442,GWh
2012,October,Medium  General,2292.485007,GWh
2012,October,Large General,5750.210734,GWh
2012,October,Specific  Business,446.459225,GWh
2012,October,Government & Nonprofit,8.708843,GWh
2012,October,Agriculture Pumping,23.49967,GWh
2012,October,Temporary,104.84605,GWh
2012,October,Stand By Rate,55.69042,GWh
2012,October,Interruptible Rate,149.058145,GWh
2012,October,Free of Charge,189.070718,GWh
2012,October,Direct Customer,146.923423,GWh
2012,November,Residential (< 150),716.630223,GWh
2012,November,Residential (> 150),2355.079828,GWh
2012,November,Small  General,1528.079545,GWh
2012,November,Medium  General,2314.424254,GWh
2012,November,Large General,5682.569459,GWh
2012,November,Specific  Business,452.203261,GWh
2012,November,Government & Nonprofit,13.010838,GWh
2012,November,Agriculture Pumping,18.990939,GWh
2012,November,Temporary,105.272715,GWh
2012,November,Stand By Rate,39.54549,GWh
2012,November,Interruptible Rate,142.702345,GWh
2012,November,Free of Charge,191.834073,GWh
2012,November,Direct Customer,140.726751,GWh
2012,December,Residential (< 150),713.954292,GWh
2012,December,Residential (> 150),2280.727989,GWh
2012,December,Small  General,1497.757715,GWh
2012,December,Medium  General,2209.480593,GWh
2012,December,Large General,5362.942251,GWh
2012,December,Specific  Business,461.645599,GWh
2012,December,Government & Nonprofit,14.871713,GWh
2012,December,Agriculture Pumping,28.505039,GWh
2012,December,Temporary,108.78696,GWh
2012,December,Stand By Rate,36.47203,GWh
2012,December,Interruptible Rate,138.962745,GWh
2012,December,Free of Charge,198.798106,GWh
2012,December,Direct Customer,142.81047,GWh
2013,January,Residential (< 150),662.103167,GWh
2013,January,Residential (> 150),2142.641693,GWh
2013,January,Small  General,1429.726371,GWh
2013,January,Medium  General,2136.782715,GWh
2013,January,Large General,5503.398143,GWh
2013,January,Specific  Business,448.645066,GWh
2013,January,Government & Nonprofit,13.982514,GWh
2013,January,Agriculture Pumping,48.240641,GWh
2013,January,Temporary,100.786087,GWh
2013,January,Stand By Rate,5.57936,GWh
2013,January,Interruptible Rate,133.295836,GWh
2013,January,Free of Charge,197.955463,GWh
2013,January,Direct Customer,135.780477,GWh
2013,February,Residential (< 150),624.321937,GWh
2013,February,Residential (> 150),2139.773787,GWh
2013,February,Small  General,1400.69674,GWh
2013,February,Medium  General,2109.352138,GWh
2013,February,Large General,5272.86741,GWh
2013,February,Specific  Business,444.577805,GWh
2013,February,Government & Nonprofit,12.979524,GWh
2013,February,Agriculture Pumping,44.516869,GWh
2013,February,Temporary,100.699453,GWh
2013,February,Stand By Rate,5.57453,GWh
2013,February,Interruptible Rate,125.088109,GWh
2013,February,Free of Charge,181.845343,GWh
2013,February,Direct Customer,133.960013,GWh
2013,March,Residential (< 150),753.738686,GWh
2013,March,Residential (> 150),2503.368156,GWh
2013,March,Small  General,1588.714223,GWh
2013,March,Medium  General,2422.227893,GWh
2013,March,Large General,6082.093263,GWh
2013,March,Specific  Business,520.064927,GWh
2013,March,Government & Nonprofit,11.937612,GWh
2013,March,Agriculture Pumping,47.369198,GWh
2013,March,Temporary,114.777386,GWh
2013,March,Stand By Rate,3.54799,GWh
2013,March,Interruptible Rate,145.981836,GWh
2013,March,Free of Charge,196.464534,GWh
2013,March,Direct Customer,141.693665,GWh
2013,April,Residential (< 150),830.171313,GWh
2013,April,Residential (> 150),2735.559531,GWh
2013,April,Small  General,1621.703676,GWh
2013,April,Medium  General,2191.607497,GWh
2013,April,Large General,5309.025502,GWh
2013,April,Specific  Business,503.67551,GWh
2013,April,Government & Nonprofit,11.78186,GWh
2013,April,Agriculture Pumping,38.240451,GWh
2013,April,Temporary,110.084932,GWh
2013,April,Stand By Rate,1.83834,GWh
2013,April,Interruptible Rate,123.721909,GWh
2013,April,Free of Charge,187.678919,GWh
2013,April,Direct Customer,146.4349,GWh
2013,May,Residential (< 150),849.776715,GWh
2013,May,Residential (> 150),2858.055436,GWh
2013,May,Small  General,1708.374264,GWh
2013,May,Medium  General,2457.163809,GWh
2013,May,Large General,5981.353364,GWh
2013,May,Specific  Business,519.751883,GWh
2013,May,Government & Nonprofit,13.336339,GWh
2013,May,Agriculture Pumping,24.636886,GWh
2013,May,Temporary,119.868727,GWh
2013,May,Stand By Rate,1.92615,GWh
2013,May,Interruptible Rate,135.837873,GWh
2013,May,Free of Charge,190.045084,GWh
2013,May,Direct Customer,148.500926,GWh
2013,June,Residential (< 150),737.21938,GWh
2013,June,Residential (> 150),2558.358955,GWh
2013,June,Small  General,1594.986781,GWh
2013,June,Medium  General,2349.854224,GWh
2013,June,Large General,5788.160328,GWh
2013,June,Specific  Business,463.129399,GWh
2013,June,Government & Nonprofit,12.543783,GWh
2013,June,Agriculture Pumping,22.615578,GWh
2013,June,Temporary,115.804696,GWh
2013,June,Stand By Rate,5.82157,GWh
2013,June,Interruptible Rate,145.214964,GWh
2013,June,Free of Charge,187.695962,GWh
2013,June,Direct Customer,146.654888,GWh
2013,July,Residential (< 150),714.985759,GWh
2013,July,Residential (> 150),2496.29659,GWh
2013,July,Small  General,1567.891311,GWh
2013,July,Medium  General,2327.237249,GWh
2013,July,Large General,5774.193328,GWh
2013,July,Specific  Business,466.250981,GWh
2013,July,Government & Nonprofit,12.449934,GWh
2013,July,Agriculture Pumping,31.413651,GWh
2013,July,Temporary,114.943738,GWh
2013,July,Stand By Rate,5.07984,GWh
2013,July,Interruptible Rate,138.365545,GWh
2013,July,Free of Charge,201.209978,GWh
2013,July,Direct Customer,151.03478,GWh
2013,August,Residential (< 150),696.772935,GWh
2013,August,Residential (> 150),2490.246875,GWh
2013,August,Small  General,1554.712524,GWh
2013,August,Medium  General,2362.183737,GWh
2013,August,Large General,5840.425305,GWh
2013,August,Specific  Business,477.197486,GWh
2013,August,Government & Nonprofit,12.541021,GWh
2013,August,Agriculture Pumping,26.522554,GWh
2013,August,Temporary,116.151186,GWh
2013,August,Stand By Rate,6.60692,GWh
2013,August,Interruptible Rate,139.091891,GWh
2013,August,Free of Charge,219.543815,GWh
2013,August,Direct Customer,151.441676,GWh
2013,September,Residential (< 150),680.341602,GWh
2013,September,Residential (> 150),2397.496302,GWh
2013,September,Small  General,1544.482437,GWh
2013,September,Medium  General,2308.347577,GWh
2013,September,Large General,5711.017958,GWh
2013,September,Specific  Business,445.96163,GWh
2013,September,Government & Nonprofit,12.127743,GWh
2013,September,Agriculture Pumping,17.654278,GWh
2013,September,Temporary,115.179255,GWh
2013,September,Stand By Rate,4.02522,GWh
2013,September,Interruptible Rate,140.421564,GWh
2013,September,Free of Charge,189.291672,GWh
2013,September,Direct Customer,146.061646,GWh
2013,October,Residential (< 150),697.795252,GWh
2013,October,Residential (> 150),2415.46291,GWh
2013,October,Small  General,1528.549956,GWh
2013,October,Medium  General,2272.085021,GWh
2013,October,Large General,5794.674696,GWh
2013,October,Specific  Business,447.897928,GWh
2013,October,Government & Nonprofit,12.257428,GWh
2013,October,Agriculture Pumping,12.852654,GWh
2013,October,Temporary,117.340116,GWh
2013,October,Stand By Rate,4.555833,GWh
2013,October,Interruptible Rate,139.162655,GWh
2013,October,Free of Charge,208.537451,GWh
2013,October,Direct Customer,149.832311,GWh
2013,November,Residential (< 150),663.361892,GWh
2013,November,Residential (> 150),2320.246053,GWh
2013,November,Small  General,1480.919326,GWh
2013,November,Medium  General,2283.4955,GWh
2013,November,Large General,5679.289209,GWh
2013,November,Specific  Business,449.573011,GWh
2013,November,Government & Nonprofit,12.131358,GWh
2013,November,Agriculture Pumping,13.326037,GWh
2013,November,Temporary,113.81951,GWh
2013,November,Stand By Rate,4.87874,GWh
2013,November,Interruptible Rate,135.364727,GWh
2013,November,Free of Charge,205.630032,GWh
2013,November,Direct Customer,140.856919,GWh
2013,December,Residential (< 150),638.566575,GWh
2013,December,Residential (> 150),2050.713631,GWh
2013,December,Small  General,1353.391931,GWh
2013,December,Medium  General,1998.812628,GWh
2013,December,Large General,5109.438664,GWh
2013,December,Specific  Business,399.893543,GWh
2013,December,Government & Nonprofit,10.779515,GWh
2013,December,Agriculture Pumping,26.231892,GWh
2013,December,Temporary,106.886265,GWh
2013,December,Stand By Rate,2.34012,GWh
2013,December,Interruptible Rate,139.296364,GWh
2013,December,Free of Charge,212.943171,GWh
2013,December,Direct Customer,145.363261,GWh
2014,January,Residential (< 150),602.410606,GWh
2014,January,Residential (> 150),1884.427578,GWh
2014,January,Small  General,1280.008942,GWh
2014,January,Medium  General,1982.229664,GWh
2014,January,Large General,5247.696991,GWh
2014,January,Specific  Business,394.897637,GWh
2014,January,Government & Nonprofit,10.008948,GWh
2014,January,Agriculture Pumping,50.770889,GWh
2014,January,Temporary,103.196455,GWh
2014,January,Stand By Rate,5.99351,GWh
2014,January,Interruptible Rate,147.801364,GWh
2014,January,Free of Charge,216.054817,GWh
2014,January,Direct Customer,142.940125,GWh
2014,February,Residential (< 150),597.506893,GWh
2014,February,Residential (> 150),1939.853715,GWh
2014,February,Small  General,1303.677823,GWh
2014,February,Medium  General,2029.104832,GWh
2014,February,Large General,5242.599576,GWh
2014,February,Specific  Business,409.121495,GWh
2014,February,Government & Nonprofit,10.446931,GWh
2014,February,Agriculture Pumping,57.70655,GWh
2014,February,Temporary,101.487557,GWh
2014,February,Stand By Rate,8.99155,GWh
2014,February,Interruptible Rate,149.069491,GWh
2014,February,Free of Charge,196.735311,GWh
2014,February,Direct Customer,119.940117,GWh
2014,March,Residential (< 150),806.067707,GWh
2014,March,Residential (> 150),2462.790894,GWh
2014,March,Small  General,1593.464003,GWh
2014,March,Medium  General,2441.330522,GWh
2014,March,Large General,6057.641625,GWh
2014,March,Specific  Business,505.62089,GWh
2014,March,Government & Nonprofit,12.51644,GWh
2014,March,Agriculture Pumping,62.973192,GWh
2014,March,Temporary,118.426744,GWh
2014,March,Stand By Rate,15.63442,GWh
2014,March,Interruptible Rate,161.408509,GWh
2014,March,Free of Charge,213.687034,GWh
2014,March,Direct Customer,154.441281,GWh
2014,April,Residential (< 150),862.753297,GWh
2014,April,Residential (> 150),2723.561795,GWh
2014,April,Small  General,1640.513375,GWh
2014,April,Medium  General,2251.435858,GWh
2014,April,Large General,5402.670563,GWh
2014,April,Specific  Business,518.648445,GWh
2014,April,Government & Nonprofit,12.984489,GWh
2014,April,Agriculture Pumping,46.773607,GWh
2014,April,Temporary,113.573919,GWh
2014,April,Stand By Rate,13.91876,GWh
2014,April,Interruptible Rate,130.412327,GWh
2014,April,Free of Charge,204.743519,GWh
2014,April,Direct Customer,153.967541,GWh
2014,May,Residential (< 150),925.965734,GWh
2014,May,Residential (> 150),2976.837828,GWh
2014,May,Small  General,1771.277035,GWh
2014,May,Medium  General,2521.053071,GWh
2014,May,Large General,6071.183726,GWh
2014,May,Specific  Business,525.054551,GWh
2014,May,Government & Nonprofit,14.772469,GWh
2014,May,Agriculture Pumping,25.677143,GWh
2014,May,Temporary,124.718134,GWh
2014,May,Stand By Rate,8.06071,GWh
2014,May,Interruptible Rate,154.268291,GWh
2014,May,Free of Charge,209.840457,GWh
2014,May,Direct Customer,162.670249,GWh
2014,June,Residential (< 150),783.068259,GWh
2014,June,Residential (> 150),2848.246508,GWh
2014,June,Small  General,1705.391931,GWh
2014,June,Medium  General,2445.979124,GWh
2014,June,Large General,5915.237949,GWh
2014,June,Specific  Business,469.187282,GWh
2014,June,Government & Nonprofit,13.724197,GWh
