Year,Month,Tariff,Quantity,UNIT
2006,February,Interruptible Rate,174.556747,GWh
2006,February,Free of Charge,110.86073475,GWh
2006,February,Direct Customer,157.422022,GWh
2006,March,Residential (< 150),688.295685,GWh
2006,March,Residential (> 150),1632.795843,GWh
2006,March,Small  General,1082.54976,GWh
2006,March,Medium  General,1986.798399,GWh
2006,March,Large General,4539.063416,GWh
2006,March,Specific  Business,344.021641,GWh
2006,March,Government & Nonprofit,342.412865,GWh
2006,March,Agriculture Pumping,35.136667,GWh
2006,March,Temporary,50.565411,GWh
2006,March,Stand By Rate,27.842923,GWh
2006,March,Interruptible Rate,183.2346,GWh
2006,March,Free of Charge,117.87885335,GWh
2006,March,Direct Customer,153.269851,GWh
2006,April,Residential (< 150),736.510796,GWh
2006,April,Residential (> 150),1709.909984,GWh
2006,April,Small  General,1081.311342,GWh
2006,April,Medium  General,1759.266609,GWh
2006,April,Large General,4060.622893,GWh
2006,April,Specific  Business,332.138027,GWh
2006,April,Government & Nonprofit,310.030919,GWh
2006,April,Agriculture Pumping,27.995449,GWh
2006,April,Temporary,48.772611,GWh
2006,April,Stand By Rate,19.186047,GWh
2006,April,Interruptible Rate,182.751,GWh
2006,April,Free of Charge,115.6403608,GWh
2006,April,Direct Customer,170.532703,GWh
2006,May,Residential (< 150),716.447544,GWh
2006,May,Residential (> 150),1686.825732,GWh
2006,May,Small  General,1100.251702,GWh
2006,May,Medium  General,1932.630851,GWh
2006,May,Large General,4536.27761,GWh
2006,May,Specific  Business,328.462199,GWh
2006,May,Government & Nonprofit,317.806931,GWh
2006,May,Agriculture Pumping,17.774755,GWh
2006,May,Temporary,49.540869,GWh
2006,May,Stand By Rate,30.77291,GWh
2006,May,Interruptible Rate,178.723727,GWh
2006,May,Free of Charge,114.95134573,GWh
2006,May,Direct Customer,180.847312,GWh
2006,June,Residential (< 150),657.995691,GWh
2006,June,Residential (> 150),1655.956298,GWh
2006,June,Small  General,1072.909056,GWh
2006,June,Medium  General,1908.616842,GWh
2006,June,Large General,4436.707274,GWh
2006,June,Specific  Business,314.955348,GWh
2006,June,Government & Nonprofit,353.256635,GWh
2006,June,Agriculture Pumping,15.236818,GWh
2006,June,Temporary,50.144775,GWh
2006,June,Stand By Rate,5.053208,GWh
2006,June,Interruptible Rate,175.321482,GWh
2006,June,Free of Charge,209.75381529,GWh
2006,June,Direct Customer,187.226318,GWh
2006,July,Residential (< 150),646.638699,GWh
2006,July,Residential (> 150),1653.797509,GWh
2006,July,Small  General,1074.38288,GWh
2006,July,Medium  General,1907.102885,GWh
2006,July,Large General,4490.071955,GWh
2006,July,Specific  Business,329.190937,GWh
2006,July,Government & Nonprofit,357.05726,GWh
2006,July,Agriculture Pumping,19.217771,GWh
2006,July,Temporary,51.107056,GWh
2006,July,Stand By Rate,2.774424,GWh
2006,July,Interruptible Rate,183.414764,GWh
2006,July,Free of Charge,116.66507524,GWh
2006,July,Direct Customer,175.236601,GWh
2006,August,Residential (< 150),633.262857,GWh
2006,August,Residential (> 150),1652.599255,GWh
2006,August,Small  General,1079.13771,GWh
2006,August,Medium  General,1924.542622,GWh
2006,August,Large General,4494.840569,GWh
2006,August,Specific  Business,326.921147,GWh
2006,August,Government & Nonprofit,353.784421,GWh
2006,August,Agriculture Pumping,20.125907,GWh
2006,August,Temporary,51.33539,GWh
2006,August,Stand By Rate,5.647279,GWh
2006,August,Interruptible Rate,176.612718,GWh
2006,August,Free of Charge,119.20418188,GWh
2006,August,Direct Customer,176.656277,GWh
2006,September,Residential (< 150),630.939093,GWh
2006,September,Residential (> 150),1642.158582,GWh
2006,September,Small  General,1067.140711,GWh
2006,September,Medium  General,1892.658683,GWh
2006,September,Large General,4432.133785,GWh
2006,September,Specific  Business,304.552278,GWh
2006,September,Government & Nonprofit,376.813163,GWh
2006,September,Agriculture Pumping,10.840956,GWh
2006,September,Temporary,52.06552,GWh
2006,September,Stand By Rate,3.572894,GWh
2006,September,Interruptible Rate,176.414236,GWh
2006,September,Free of Charge,120.44555996,GWh
2006,September,Direct Customer,157.318502,GWh
2006,October,Residential (< 150),638.781932,GWh
2006,October,Residential (> 150),1613.377986,GWh
2006,October,Small  General,1057.63763,GWh
2006,October,Medium  General,1872.211151,GWh
2006,October,Large General,4493.414905,GWh
2006,October,Specific  Business,313.349123,GWh
2006,October,Government & Nonprofit,342.449602,GWh
2006,October,Agriculture Pumping,4.884018,GWh
2006,October,Temporary,53.653955,GWh
2006,October,Stand By Rate,5.645079,GWh
2006,October,Interruptible Rate,159.633922,GWh
2006,October,Free of Charge,125.64377134,GWh
2006,October,Direct Customer,163.126571,GWh
2006,November,Residential (< 150),616.452112,GWh
2006,November,Residential (> 150),1635.196224,GWh
2006,November,Small  General,1070.501545,GWh
2006,November,Medium  General,1896.273577,GWh
2006,November,Large General,4409.183239,GWh
2006,November,Specific  Business,319.691096,GWh
2006,November,Government & Nonprofit,337.953379,GWh
2006,November,Agriculture Pumping,10.012378,GWh
2006,November,Temporary,53.151975,GWh
2006,November,Stand By Rate,4.249412,GWh
2006,November,Interruptible Rate,164.549205,GWh
2006,November,Free of Charge,133.48286737,GWh
2006,November,Direct Customer,154.144769,GWh
2006,December,Residential (< 150),600.623892,GWh
2006,December,Residential (> 150),1552.530129,GWh
2006,December,Small  General,1019.393016,GWh
2006,December,Medium  General,1799.384586,GWh
2006,December,Large General,4029.948415,GWh
2006,December,Specific  Business,307.406486,GWh
2006,December,Government & Nonprofit,324.576867,GWh
2006,December,Agriculture Pumping,18.351515,GWh
2006,December,Temporary,55.418919,GWh
2006,December,Stand By Rate,7.817236,GWh
2006,December,Interruptible Rate,181.138655,GWh
2006,December,Free of Charge,135.56723393,GWh
2006,December,Direct Customer,167.447964,GWh
2007,January,Residential (< 150),559.352761,GWh
2007,January,Residential (> 150),1352.87739,GWh
2007,January,Small  General,939.214141,GWh
2007,January,Medium  General,1744.90145,GWh
2007,January,Large General,4228.744822,GWh
2007,January,Specific  Business,304.924929,GWh
2007,January,Government & Nonprofit,290.131079,GWh
2007,January,Agriculture Pumping,31.916677,GWh
2007,January,Temporary,49.306431,GWh
2007,January,Stand By Rate,0.36,GWh
2007,January,Interruptible Rate,166.390478,GWh
2007,January,Free of Charge,133.521926,GWh
2007,January,Direct Customer,172.209193,GWh
2007,February,Residential (< 150),543.200859,GWh
2007,February,Residential (> 150),1411.389255,GWh
2007,February,Small  General,956.153152,GWh
2007,February,Medium  General,1707.145921,GWh
2007,February,Large General,4056.651755,GWh
2007,February,Specific  Business,296.039182,GWh
2007,February,Government & Nonprofit,297.293394,GWh
2007,February,Agriculture Pumping,36.922969,GWh
2007,February,Temporary,50.187634,GWh
2007,February,Stand By Rate,1.896685,GWh
2007,February,Interruptible Rate,154.896149,GWh
2007,February,Free of Charge,126.893847,GWh
2007,February,Direct Customer,154.869914,GWh
2007,March,Residential (< 150),698.60245,GWh
2007,March,Residential (> 150),1787.604391,GWh
2007,March,Small  General,1157.137156,GWh
2007,March,Medium  General,2058.941432,GWh
2007,March,Large General,4704.224553,GWh
2007,March,Specific  Business,368.04346,GWh
2007,March,Government & Nonprofit,358.790257,GWh
2007,March,Agriculture Pumping,37.62985,GWh
2007,March,Temporary,54.655187,GWh
2007,March,Stand By Rate,4.25157,GWh
2007,March,Interruptible Rate,192.076909,GWh
2007,March,Free of Charge,132.1598,GWh
2007,March,Direct Customer,174.651813,GWh
2007,April,Residential (< 150),730.670858,GWh
2007,April,Residential (> 150),1826.02929,GWh
2007,April,Small  General,1145.355066,GWh
2007,April,Medium  General,1866.338495,GWh
2007,April,Large General,4185.334183,GWh
2007,April,Specific  Business,356.637021,GWh
2007,April,Government & Nonprofit,333.052993,GWh
2007,April,Agriculture Pumping,33.08263,GWh
2007,April,Temporary,53.890391,GWh
2007,April,Stand By Rate,5.188238,GWh
2007,April,Interruptible Rate,177.422687,GWh
2007,April,Free of Charge,131.768475,GWh
2007,April,Direct Customer,189.557977,GWh
2007,May,Residential (< 150),721.805209,GWh
2007,May,Residential (> 150),1769.685855,GWh
2007,May,Small  General,1148.460242,GWh
2007,May,Medium  General,1964.943419,GWh
2007,May,Large General,4689.339018,GWh
2007,May,Specific  Business,339.676864,GWh
2007,May,Government & Nonprofit,343.229438,GWh
2007,May,Agriculture Pumping,12.556293,GWh
2007,May,Temporary,52.571252,GWh
2007,May,Stand By Rate,6.620581,GWh
2007,May,Interruptible Rate,162.368791,GWh
2007,May,Free of Charge,128.873429,GWh
2007,May,Direct Customer,176.09684,GWh
2007,June,Residential (< 150),686.360866,GWh
2007,June,Residential (> 150),1865.489252,GWh
2007,June,Small  General,1186.077837,GWh
2007,June,Medium  General,2007.733951,GWh
2007,June,Large General,4613.237577,GWh
2007,June,Specific  Business,344.166603,GWh
2007,June,Government & Nonprofit,399.971596,GWh
2007,June,Agriculture Pumping,16.453938,GWh
2007,June,Temporary,54.691044,GWh
2007,June,Stand By Rate,2.35018,GWh
2007,June,Interruptible Rate,161.968896,GWh
2007,June,Free of Charge,126.808652,GWh
2007,June,Direct Customer,160.698324,GWh
2007,July,Residential (< 150),655.621518,GWh
2007,July,Residential (> 150),1747.475426,GWh
2007,July,Small  General,1135.607649,GWh
2007,July,Medium  General,1909.059086,GWh
2007,July,Large General,4691.267074,GWh
2007,July,Specific  Business,341.667909,GWh
2007,July,Government & Nonprofit,393.182505,GWh
2007,July,Agriculture Pumping,27.914618,GWh
2007,July,Temporary,53.613791,GWh
2007,July,Stand By Rate,2.20471,GWh
2007,July,Interruptible Rate,187.534213,GWh
2007,July,Free of Charge,130.540558,GWh
2007,July,Direct Customer,180.421083,GWh
2007,August,Residential (< 150),656.61768,GWh
2007,August,Residential (> 150),1783.340523,GWh
2007,August,Small  General,1140.461222,GWh
2007,August,Medium  General,1915.148065,GWh
2007,August,Large General,4737.038283,GWh
2007,August,Specific  Business,351.091191,GWh
2007,August,Government & Nonprofit,380.299971,GWh
2007,August,Agriculture Pumping,22.2462,GWh
2007,August,Temporary,55.136744,GWh
2007,August,Stand By Rate,2.794547,GWh
2007,August,Interruptible Rate,181.57078,GWh
2007,August,Free of Charge,134.054901,GWh
2007,August,Direct Customer,185.97488,GWh
2007,September,Residential (< 150),635.098368,GWh
2007,September,Residential (> 150),1767.150089,GWh
2007,September,Small  General,1136.077815,GWh
2007,September,Medium  General,1904.692764,GWh
2007,September,Large General,4663.784966,GWh
2007,September,Specific  Business,336.462863,GWh
2007,September,Government & Nonprofit,410.127213,GWh
2007,September,Agriculture Pumping,10.72114,GWh
2007,September,Temporary,55.748634,GWh
2007,September,Stand By Rate,3.192225,GWh
2007,September,Interruptible Rate,169.403761,GWh
2007,September,Free of Charge,136.516093,GWh
2007,September,Direct Customer,166.493576,GWh
2007,October,Residential (< 150),641.800856,GWh
2007,October,Residential (> 150),1715.622634,GWh
2007,October,Small  General,1119.40739,GWh
2007,October,Medium  General,1887.01419,GWh
2007,October,Large General,4769.863965,GWh
2007,October,Specific  Business,334.710105,GWh
2007,October,Government & Nonprofit,353.573902,GWh
2007,October,Agriculture Pumping,8.794073,GWh
2007,October,Temporary,56.418179,GWh
2007,October,Stand By Rate,3.380554,GWh
2007,October,Interruptible Rate,160.321927,GWh
2007,October,Free of Charge,141.49442,GWh
2007,October,Direct Customer,179.235095,GWh
2007,November,Residential (< 150),617.65013,GWh
2007,November,Residential (> 150),1604.796748,GWh
2007,November,Small  General,1076.539571,GWh
2007,November,Medium  General,1842.31809,GWh
2007,November,Large General,4578.68245,GWh
2007,November,Specific  Business,316.462852,GWh
2007,November,Government & Nonprofit,333.940199,GWh
2007,November,Agriculture Pumping,11.092792,GWh
2007,November,Temporary,55.574111,GWh
2007,November,Stand By Rate,3.28422,GWh
2007,November,Interruptible Rate,165.683545,GWh
2007,November,Free of Charge,145.642041,GWh
2007,November,Direct Customer,177.751115,GWh
2007,December,Residential (< 150),596.744881,GWh
2007,December,Residential (> 150),1562.997641,GWh
2007,December,Small  General,1066.445757,GWh
2007,December,Medium  General,1817.700029,GWh
2007,December,Large General,4399.730203,GWh
2007,December,Specific  Business,338.496084,GWh
2007,December,Government & Nonprofit,336.203674,GWh
2007,December,Agriculture Pumping,18.434405,GWh
2007,December,Temporary,56.907502,GWh
2007,December,Stand By Rate,2.64096,GWh
2007,December,Interruptible Rate,188.286091,GWh
2007,December,Free of Charge,154.96439443,GWh
2007,December,Direct Customer,202.128069,GWh
2008,January,Residential (< 150),591.75301,GWh
2008,January,Residential (> 150),1572.89772,GWh
2008,January,Small  General,1064.515402,GWh
2008,January,Medium  General,1809.342456,GWh
2008,January,Large General,4548.501649,GWh
2008,January,Specific  Business,345.041044,GWh
2008,January,Government & Nonprofit,326.989261,GWh
2008,January,Agriculture Pumping,35.778718,GWh
2008,January,Temporary,51.201353,GWh
2008,January,Stand By Rate,3.20723,GWh
2008,January,Interruptible Rate,163.771782,GWh
2008,January,Free of Charge,159.019913,GWh
2008,January,Direct Customer,174.408492,GWh
2008,February,Residential (< 150),586.616695,GWh
2008,February,Residential (> 150),1591.79186,GWh
2008,February,Small  General,1069.037507,GWh
2008,February,Medium  General,1780.013965,GWh
2008,February,Large General,4406.076998,GWh
2008,February,Specific  Business,332.045901,GWh
2008,February,Government & Nonprofit,330.357735,GWh
2008,February,Agriculture Pumping,35.28588,GWh
2008,February,Temporary,55.099417,GWh
2008,February,Stand By Rate,2.57621,GWh
2008,February,Interruptible Rate,165.082655,GWh
2008,February,Free of Charge,153.2192194,GWh
2008,February,Direct Customer,175.391971,GWh
2008,March,Residential (< 150),661.166378,GWh
2008,March,Residential (> 150),1733.893797,GWh
2008,March,Small  General,1146.193071,GWh
2008,March,Medium  General,2010.574795,GWh
2008,March,Large General,4947.898523,GWh
2008,March,Specific  Business,381.243161,GWh
2008,March,Government & Nonprofit,354.999101,GWh
2008,March,Agriculture Pumping,43.276351,GWh
2008,March,Temporary,58.492548,GWh
2008,March,Stand By Rate,4.10216,GWh
2008,March,Interruptible Rate,158.9652,GWh
2008,March,Free of Charge,144.614943,GWh
2008,March,Direct Customer,204.668079,GWh
2008,April,Residential (< 150),732.477479,GWh
2008,April,Residential (> 150),1956.294122,GWh
2008,April,Small  General,1208.669858,GWh
2008,April,Medium  General,1843.461784,GWh
2008,April,Large General,4445.726101,GWh
2008,April,Specific  Business,378.971313,GWh
2008,April,Government & Nonprofit,342.596313,GWh
2008,April,Agriculture Pumping,38.377554,GWh
2008,April,Temporary,56.548048,GWh
2008,April,Stand By Rate,6.095325,GWh
2008,April,Interruptible Rate,140.615582,GWh
2008,April,Free of Charge,141.338692,GWh
2008,April,Direct Customer,180.621038,GWh
2008,May,Residential (< 150),705.467034,GWh
2008,May,Residential (> 150),1840.797708,GWh
2008,May,Small  General,1193.006329,GWh
2008,May,Medium  General,2005.930015,GWh
2008,May,Large General,4911.985955,GWh
2008,May,Specific  Business,371.023292,GWh
2008,May,Government & Nonprofit,357.160257,GWh
2008,May,Agriculture Pumping,14.467746,GWh
2008,May,Temporary,57.037271,GWh
2008,May,Stand By Rate,10.655709,GWh
2008,May,Interruptible Rate,143.703971,GWh
2008,May,Free of Charge,142.585969,GWh
2008,May,Direct Customer,180.241642,GWh
2008,June,Residential (< 150),664.410298,GWh
2008,June,Residential (> 150),1789.788562,GWh
2008,June,Small  General,1173.209958,GWh
2008,June,Medium  General,1963.387289,GWh
2008,June,Large General,4789.839092,GWh
2008,June,Specific  Business,353.226045,GWh
2008,June,Government & Nonprofit,400.810305,GWh
2008,June,Agriculture Pumping,14.900989,GWh
2008,June,Temporary,58.120901,GWh
2008,June,Stand By Rate,14.85499,GWh
2008,June,Interruptible Rate,161.729909,GWh
2008,June,Free of Charge,141.09750222,GWh
2008,June,Direct Customer,195.718208,GWh
2008,July,Residential (< 150),664.951135,GWh
2008,July,Residential (> 150),1833.431445,GWh
2008,July,Small  General,1192.184463,GWh
2008,July,Medium  General,1985.879603,GWh
2008,July,Large General,4913.783783,GWh
2008,July,Specific  Business,367.266513,GWh
2008,July,Government & Nonprofit,394.767636,GWh
2008,July,Agriculture Pumping,26.561025,GWh
2008,July,Temporary,59.362487,GWh
2008,July,Stand By Rate,12.365502,GWh
2008,July,Interruptible Rate,158.777327,GWh
2008,July,Free of Charge,146.25121137,GWh
2008,July,Direct Customer,188.438072,GWh
2008,August,Residential (< 150),671.973705,GWh
2008,August,Residential (> 150),1850.158354,GWh
2008,August,Small  General,1208.532527,GWh
2008,August,Medium  General,2003.580675,GWh
2008,August,Large General,4857.697106,GWh
2008,August,Specific  Business,373.64797,GWh
2008,August,Government & Nonprofit,410.596429,GWh
2008,August,Agriculture Pumping,20.504493,GWh
2008,August,Temporary,59.783929,GWh
2008,August,Stand By Rate,4.94997,GWh
2008,August,Interruptible Rate,155.319764,GWh
2008,August,Free of Charge,148.29565501,GWh
2008,August,Direct Customer,216.263823,GWh
2008,September,Residential (< 150),652.457784,GWh
2008,September,Residential (> 150),1786.101198,GWh
2008,September,Small  General,1170.353513,GWh
2008,September,Medium  General,1945.537939,GWh
2008,September,Large General,4561.394234,GWh
2008,September,Specific  Business,337.557989,GWh
2008,September,Government & Nonprofit,426.588248,GWh
2008,September,Agriculture Pumping,13.86442,GWh
2008,September,Temporary,59.245954,GWh
2008,September,Stand By Rate,7.04883,GWh
2008,September,Interruptible Rate,129.310709,GWh
2008,September,Free of Charge,146.756369,GWh
2008,September,Direct Customer,174.455649,GWh
2008,October,Residential (< 150),685.140835,GWh
2008,October,Residential (> 150),1865.002542,GWh
2008,October,Small  General,1205.967799,GWh
2008,October,Medium  General,1931.733003,GWh
2008,October,Large General,4637.575611,GWh
2008,October,Specific  Business,363.868528,GWh
2008,October,Government & Nonprofit,384.8977,GWh
2008,October,Agriculture Pumping,11.860464,GWh
2008,October,Temporary,61.687296,GWh
2008,October,Stand By Rate,11.61297,GWh
2008,October,Interruptible Rate,147.970036,GWh
2008,October,Free of Charge,152.27712164,GWh
2008,October,Direct Customer,157.715234,GWh
2008,November,Residential (< 150),614.139905,GWh
2008,November,Residential (> 150),1621.780445,GWh
2008,November,Small  General,1086.423289,GWh
2008,November,Medium  General,1811.301455,GWh
2008,November,Large General,4197.642318,GWh
2008,November,Specific  Business,327.268863,GWh
2008,November,Government & Nonprofit,354.22165,GWh
2008,November,Agriculture Pumping,5.979275,GWh
2008,November,Temporary,57.714642,GWh
2008,November,Stand By Rate,8.425399,GWh
2008,November,Interruptible Rate,136.304218,GWh
2008,November,Free of Charge,150.084524,GWh
2008,November,Direct Customer,141.641548,GWh
2008,December,Residential (< 150),573.848384,GWh
2008,December,Residential (> 150),1444.874754,GWh
2008,December,Small  General,1011.602607,GWh
2008,December,Medium  General,1616.154095,GWh
2008,December,Large General,3779.448581,GWh
2008,December,Specific  Business,303.29178,GWh
2008,December,Government & Nonprofit,307.57721,GWh
2008,December,Agriculture Pumping,20.59963,GWh
2008,December,Temporary,55.048088,GWh
2008,December,Stand By Rate,6.9499,GWh
2008,December,Interruptible Rate,127.660691,GWh
2008,December,Free of Charge,151.889797,GWh
2008,December,Direct Customer,149.04646,GWh
2009,January,Residential (< 150),593.13147,GWh
2009,January,Residential (> 150),1426.185337,GWh
2009,January,Small  General,986.390448,GWh
2009,January,Medium  General,1541.26727,GWh
2009,January,Large General,3694.524818,GWh
2009,January,Specific  Business,311.013805,GWh
2009,January,Government & Nonprofit,299.805112,GWh
2009,January,Agriculture Pumping,38.06113,GWh
2009,January,Temporary,52.57157,GWh
2009,January,Stand By Rate,7.02374,GWh
2009,January,Interruptible Rate,136.522618,GWh
2009,January,Free of Charge,157.706901,GWh
2009,January,Direct Customer,144.612039,GWh
2009,February,Residential (< 150),619.000741,GWh
2009,February,Residential (> 150),1591.097088,GWh
2009,February,Small  General,1078.512125,GWh
2009,February,Medium  General,1659.760408,GWh
2009,February,Large General,3794.964537,GWh
2009,February,Specific  Business,336.273483,GWh
2009,February,Government & Nonprofit,339.605186,GWh
2009,February,Agriculture Pumping,44.724893,GWh
2009,February,Temporary,56.956394,GWh
2009,February,Stand By Rate,12.35206,GWh
2009,February,Interruptible Rate,134.472018,GWh
2009,February,Free of Charge,144.293701,GWh
2009,February,Direct Customer,142.329664,GWh
2009,March,Residential (< 150),785.637867,GWh
2009,March,Residential (> 150),1903.662252,GWh
2009,March,Small  General,1267.638614,GWh
2009,March,Medium  General,1924.253193,GWh
2009,March,Large General,4408.100606,GWh
2009,March,Specific  Business,392.430199,GWh
2009,March,Government & Nonprofit,408.377351,GWh
2009,March,Agriculture Pumping,45.879076,GWh
2009,March,Temporary,59.313224,GWh
2009,March,Stand By Rate,5.92024,GWh
2009,March,Interruptible Rate,148.030364,GWh
2009,March,Free of Charge,158.163553,GWh
2009,March,Direct Customer,143.80676,GWh
2009,April,Residential (< 150),806.361989,GWh
2009,April,Residential (> 150),1960.364185,GWh
2009,April,Small  General,1233.772831,GWh
2009,April,Medium  General,1760.748828,GWh
2009,April,Large General,3967.801614,GWh
2009,April,Specific  Business,382.132827,GWh
2009,April,Government & Nonprofit,347.889349,GWh
2009,April,Agriculture Pumping,33.134111,GWh
2009,April,Temporary,54.999827,GWh
2009,April,Stand By Rate,24.272361,GWh
2009,April,Interruptible Rate,143.996873,GWh
2009,April,Free of Charge,151.824994,GWh
2009,April,Direct Customer,136.945554,GWh
2009,May,Residential (< 150),798.430598,GWh
2009,May,Residential (> 150),1941.688516,GWh
2009,May,Small  General,1261.670523,GWh
2009,May,Medium  General,1944.910693,GWh
2009,May,Large General,4477.217445,GWh
2009,May,Specific  Business,373.158814,GWh
2009,May,Government & Nonprofit,390.77943,GWh
2009,May,Agriculture Pumping,20.17442,GWh
2009,May,Temporary,57.346179,GWh
2009,May,Stand By Rate,3.031207,GWh
2009,May,Interruptible Rate,153.427945,GWh
2009,May,Free of Charge,154.343574,GWh
2009,May,Direct Customer,172.274615,GWh
2009,June,Residential (< 150),694.782645,GWh
2009,June,Residential (> 150),1895.952102,GWh
2009,June,Small  General,1222.870651,GWh
2009,June,Medium  General,1895.438712,GWh
2009,June,Large General,4573.249836,GWh
2009,June,Specific  Business,361.554884,GWh
2009,June,Government & Nonprofit,427.475246,GWh
2009,June,Agriculture Pumping,18.991934,GWh
2009,June,Temporary,57.399855,GWh
2009,June,Stand By Rate,3.847238,GWh
2009,June,Interruptible Rate,128.820418,GWh
2009,June,Free of Charge,151.379428,GWh
2009,June,Direct Customer,137.332518,GWh
2009,July,Residential (< 150),696.69247,GWh
2009,July,Residential (> 150),1913.122142,GWh
2009,July,Small  General,1226.525376,GWh
2009,July,Medium  General,1938.248093,GWh
2009,July,Large General,4665.696825,GWh
2009,July,Specific  Business,373.468288,GWh
2009,July,Government & Nonprofit,411.845856,GWh
2009,July,Agriculture Pumping,24.069295,GWh
2009,July,Temporary,55.265828,GWh
2009,July,Stand By Rate,9.79554,GWh
2009,July,Interruptible Rate,129.975745,GWh
2009,July,Free of Charge,155.271981,GWh
2009,July,Direct Customer,149.988042,GWh
2009,August,Residential (< 150),706.866527,GWh
2009,August,Residential (> 150),1993.911408,GWh
2009,August,Small  General,1265.789161,GWh
2009,August,Medium  General,1988.839003,GWh
2009,August,Large General,4727.314093,GWh
2009,August,Specific  Business,389.542781,GWh
2009,August,Government & Nonprofit,436.600895,GWh
2009,August,Agriculture Pumping,25.999077,GWh
2009,August,Temporary,57.665403,GWh
2009,August,Stand By Rate,3.95515,GWh
2009,August,Interruptible Rate,131.211891,GWh
2009,August,Free of Charge,159.292683,GWh
2009,August,Direct Customer,151.496525,GWh
2009,September,Residential (< 150),691.149291,GWh
2009,September,Residential (> 150),1934.3413,GWh
2009,September,Small  General,1243.44409,GWh
2009,September,Medium  General,1943.092624,GWh
2009,September,Large General,4640.259557,GWh
2009,September,Specific  Business,364.602376,GWh
2009,September,Government & Nonprofit,468.041093,GWh
2009,September,Agriculture Pumping,16.937158,GWh
2009,September,Temporary,55.77301,GWh
2009,September,Stand By Rate,7.08196,GWh
2009,September,Interruptible Rate,124.319946,GWh
2009,September,Free of Charge,113.016432,GWh
2009,September,Direct Customer,138.057408,GWh
2009,October,Residential (< 150),703.84643,GWh
2009,October,Residential (> 150),1897.247742,GWh
2009,October,Small  General,1225.606733,GWh
2009,October,Medium  General,1956.939261,GWh
2009,October,Large General,4883.420048,GWh
2009,October,Specific  Business,377.796012,GWh
2009,October,Government & Nonprofit,409.070013,GWh
2009,October,Agriculture Pumping,10.158358,GWh
2009,October,Temporary,56.665034,GWh
2009,October,Stand By Rate,6.23386,GWh
2009,October,Interruptible Rate,122.965364,GWh
2009,October,Free of Charge,165.2617603,GWh
2009,October,Direct Customer,134.363063,GWh
2009,November,Residential (< 150),643.814257,GWh
2009,November,Residential (> 150),1794.648612,GWh
2009,November,Small  General,1180.627977,GWh
2009,November,Medium  General,1887.841421,GWh
2009,November,Large General,4595.704239,GWh
2009,November,Specific  Business,350.693139,GWh
2009,November,Government & Nonprofit,385.837474,GWh
2009,November,Agriculture Pumping,12.209803,GWh
2009,November,Temporary,54.047373,GWh
2009,November,Stand By Rate,5.51742,GWh
2009,November,Interruptible Rate,126.278145,GWh
2009,November,Free of Charge,164.053506,GWh
2009,November,Direct Customer,136.606491,GWh
2009,December,Residential (< 150),603.325989,GWh
2009,December,Residential (> 150),1661.24218,GWh
2009,December,Small  General,1149.449255,GWh
2009,December,Medium  General,1843.246357,GWh
2009,December,Large General,4535.390405,GWh
2009,December,Specific  Business,366.544972,GWh
2009,December,Government & Nonprofit,351.297108,GWh
2009,December,Agriculture Pumping,27.520746,GWh
2009,December,Temporary,52.98151,GWh
2009,December,Stand By Rate,4.0345,GWh
2009,December,Interruptible Rate,145.797892,GWh
2009,December,Free of Charge,168.498446,GWh
2009,December,Direct Customer,139.31805,GWh
2010,January,Residential (< 150),656.661226,GWh
2010,January,Residential (> 150),1771.087871,GWh
2010,January,Small  General,1188.888305,GWh
2010,January,Medium  General,1832.320359,GWh
2010,January,Large General,4664.948091,GWh
2010,January,Specific  Business,383.530893,GWh
2010,January,Government & Nonprofit,371.115607,GWh
2010,January,Agriculture Pumping,43.650804,GWh
2010,January,Temporary,55.681226,GWh
2010,January,Stand By Rate,4.70078,GWh
2010,January,Interruptible Rate,145.287545,GWh
2010,January,Free of Charge,174.142973,GWh
2010,January,Direct Customer,141.19227,GWh
2010,February,Residential (< 150),651.242937,GWh
2010,February,Residential (> 150),1813.330069,GWh
2010,February,Small  General,1211.592234,GWh
2010,February,Medium  General,1820.827957,GWh
2010,February,Large General,4624.030346,GWh
2010,February,Specific  Business,384.705745,GWh
2010,February,Government & Nonprofit,391.163272,GWh
2010,February,Agriculture Pumping,48.47587,GWh
2010,February,Temporary,55.053362,GWh
2010,February,Stand By Rate,2.39057,GWh
2010,February,Interruptible Rate,130.200582,GWh
2010,February,Free of Charge,161.969407,GWh
2010,February,Direct Customer,135.139629,GWh
2010,March,Residential (< 150),777.312775,GWh
2010,March,Residential (> 150),2095.302418,GWh
2010,March,Small  General,1344.719287,GWh
2010,March,Medium  General,2092.792055,GWh
2010,March,Large General,5238.71294,GWh
2010,March,Specific  Business,432.145189,GWh
2010,March,Government & Nonprofit,416.433552,GWh
2010,March,Agriculture Pumping,55.488253,GWh
2010,March,Temporary,63.272094,GWh
2010,March,Stand By Rate,4.22703,GWh
2010,March,Interruptible Rate,142.724945,GWh
2010,March,Free of Charge,173.647134,GWh
2010,March,Direct Customer,138.629026,GWh
2010,April,Residential (< 150),844.200701,GWh
2010,April,Residential (> 150),2290.186574,GWh
2010,April,Small  General,1378.663164,GWh
2010,April,Medium  General,1949.406283,GWh
2010,April,Large General,4697.118256,GWh
2010,April,Specific  Business,428.391736,GWh
2010,April,Government & Nonprofit,399.273114,GWh
2010,April,Agriculture Pumping,42.418242,GWh
