datetime,north_generation,north_demand,south_generation,south_demand,metropolitan_generation,metropolitan_demand,central_generation,central_demand,northeast_generation,northeast_demand,hongsa_IMP,malaysia_EXP,malaysia_IMP,laos_IMP,laos_EXP,cambodia_EXP
01/01/2024 0:05,3257.6,1644.8,1605.9,1904.6,1963.1,4947.3,5475.6,5718.7,1279.5,2142.6,1000,29.2,,0,259.7,
01/01/2024 1:00,2617.6,1554.1,1716.7,1915.6,2193.2,4885,5803,5557.1,1066,2053.3,1008.8,29.1,,0,277.1,
01/01/2024 2:00,2423,1451.7,1744.4,1844.2,2168.3,4731.2,5923,5523.7,1014.6,1901.1,1004,29,,0,259.8,
01/01/2024 3:00,2380.8,1370,1537.2,1756.8,1634.6,4528.2,6336.5,5314.2,1009.1,1818.4,1002.2,29,,0,239,
01/01/2024 4:00,2211.6,1323.7,1412.4,1710.1,1789.9,4336.9,6602,5108.4,889.9,1713.8,1002.8,29,,0,239.9,
01/01/2024 5:00,2193,1384.5,1199.5,1718.8,2239.7,4243.8,6555.9,5141.6,864.8,1863.7,1003.1,28.9,,0,236.2,
01/01/2024 6:00,2422.5,1551.7,1218.4,1765.2,1942.5,4251.3,6802.9,5255.9,1111.1,2052.7,1004.1,28.9,,0,276.6,
01/01/2024 7:00,2195.9,1463.5,1009.1,1641.5,1630,4107.6,7197,5023,884.1,1911.3,1002.3,28.7,,0,333.1,
01/01/2024 8:00,2272.7,1318.9,975.3,1606.5,1634,4215.5,6523.3,4570.1,827.2,1714.4,1004.3,29,,0,377.3,
01/01/2024 9:00,2382.8,1273.6,953.4,1683.9,1643.3,4387.9,6326.1,4221,685.4,1655.1,1006.6,28.5,,0,341.2,
01/01/2024 10:00,2436.7,1305.6,1002.5,1767.6,1651.8,4607.9,6493.2,4147.6,594.3,1594.7,1007.1,28.5,,0,328.9,
01/01/2024 11:00,2450.1,1332.7,1021.5,1800.8,1651.7,4683.5,6478.2,4024.9,599.7,1601.2,1005.6,29,,0,329.3,
01/01/2024 12:00,2429.7,1310,1063.8,1816.9,1652.6,4736.9,6591.5,4086.7,589.7,1635.5,1007.6,28.3,,0,314.9,
01/01/2024 13:00,2417.5,1291.1,1164.2,1817.5,1681.5,4850.4,6894.9,4295.7,572.8,1713.6,999.5,28.9,,0,327.1,
01/01/2024 14:00,2788.9,1425.7,1153.3,1845.9,1717.5,4998.4,7007.5,4581.7,816.4,1893.5,1001.9,29.1,,0,355.4,
01/01/2024 15:00,2802.1,1516.1,1188.8,1873.5,1673,5144,7179.9,4828.5,806.4,1993.5,1005.1,29.1,,0,353.3,
01/01/2024 16:00,2820.9,1617.9,1270.2,1876,2056.9,5276.3,7274.1,5141.9,799.3,2134.4,1005.9,29.1,,0,376.9,
01/01/2024 17:00,2793.4,1759.5,1220.5,1890,2066.6,5390.8,7566.3,5445.8,816.6,2331.2,1005,29.2,,0,403.8,
01/01/2024 18:00,3245,2093.9,1491.1,2008,2093,5676.5,8280,5899.9,855.5,2935.8,996.7,29.2,,0,481.4,
01/01/2024 19:00,3227.9,2362.1,1530.2,2383.5,2456.5,6142.2,8845,6484.6,1154.8,3162.2,999.6,29.3,,0,423.5,
01/01/2024 20:00,3229.6,2273.7,1536.4,2350.7,2391.3,6259.6,8719.3,6493.4,1125.9,2986.8,1000.2,29.3,,0,373,
01/01/2024 21:00,2972.1,2116.2,1528.4,2311.3,2340.2,6309.7,8702.2,6490.8,952.5,2751.2,996.3,29.2,,0.8,313.4,
01/01/2024 22:00,2955.5,1913,1470,2223.2,2081.3,6124.1,7840,6231.3,1196.2,2487.3,1003.8,29.2,,5.7,317.9,
01/01/2024 23:00,3182.3,1720,1249,2140.1,1848.9,5871.7,7736.8,6147.9,1015.9,2276.2,993.8,29.1,,0,380.6,
01/01/2024 0:00,3275.6,1653.1,1605.9,1909.1,1909.8,4958.7,5507,5718.7,1289.8,2145.7,1007.8,29.2,,0.7,235.3,
02/01/2024 0:00,2692.8,1511.2,1175.7,2003.4,1672,5504.5,7325.2,5810.3,953.5,2097.4,1000.3,29.1,,1.2,317.7,
02/01/2024 1:00,2164.6,1383.8,1255.5,1880.1,2222.1,5143.3,7049.7,5575,935.3,1974.5,1003,29,,0,360.9,
02/01/2024 2:00,2160.8,1313,1261.1,1799.3,2389.2,4854.5,6906.3,5436.5,594.8,1869.6,998.9,29,,0,340.2,
02/01/2024 3:00,2129.7,1263,1188.9,1727.6,2369.7,4626.7,7028.4,5237.4,549.6,1803.9,999.4,28.9,,0,350.6,
02/01/2024 4:00,2103.7,1229.3,1159.7,1701,2326.3,4456.3,6851.8,5195.5,559.5,1811.9,1001.2,28.9,,0,351.2,
02/01/2024 5:00,2115.6,1345.9,1199.9,1726,2085,4431.7,6979.3,5360.6,632.8,1923.5,1001.2,28.8,,0,366.4,
02/01/2024 6:00,2135.2,1572.9,1198.9,1846,2094.3,4627.4,7087.6,5498.6,1068.6,2159.9,1003.5,28.8,,0,396.6,
02/01/2024 7:00,2132.7,1657.8,1279.5,1764.4,2089,4794.3,7350.5,5340.7,998.5,2207.9,1001.9,28.7,,0,421.6,
02/01/2024 8:00,2205.3,1485.8,1233.6,1738,2379.5,5336.3,6922.9,5300,1065.8,1913.5,1007.1,28.7,,0,443.3,
02/01/2024 9:00,2463.9,1470.8,1271.1,1925.7,2380.1,5840.4,7072.6,5051.7,956.7,1852.6,997.1,28.6,,0,391,
02/01/2024 10:00,2528.5,1484.2,1280.7,2009.6,2412,6129.5,7238.3,4902.8,926.8,1866,1004,28.6,,0,411.9,
02/01/2024 11:00,2540,1511,1272.6,2064.8,2404.7,6251,7431.4,4827.3,898.2,1907.3,999.5,28.7,,0,390.3,
02/01/2024 12:00,2534.9,1529.9,1354.3,2020,2100.3,6172.1,7514.2,4714.4,871.2,1895.3,999,28.7,,0,396.1,
02/01/2024 13:00,2680.7,1614.9,1372.1,2049.1,2138.7,6260.2,7555.5,5032.4,844.7,2012,999.5,28.9,,0,361.2,
02/01/2024 14:00,2780.8,1841.4,1403,2137.5,2409.4,6529.9,7786.6,5479.8,820.2,2191.2,1001.7,29.1,,0,422.8,
02/01/2024 15:00,2806.8,1939.6,1446.9,2163.5,2429,6638.6,7818.5,5702.1,813.5,2325.4,1001.4,29.1,,0,446.7,
02/01/2024 16:00,2877.4,2001.4,1437.3,2143.8,2538.5,6654.4,7836.3,5993.6,814.9,2410.4,1006.5,29.1,,0,459.2,
02/01/2024 17:00,2925.2,2054.1,1369.8,2078.5,2509.3,6408.8,7805.3,6085.5,805.2,2512.1,1005.3,29.3,,0,459.5,
02/01/2024 18:00,2991.6,2323,1696.4,2138.2,2205.9,6452.2,8838.6,6518.4,868.6,3037.9,1004.2,29.3,,0,458.2,
02/01/2024 19:00,3091.2,2523.8,1985.9,2520.6,2734,6815.1,9798.9,6995.4,920.8,3226.1,1003.4,29.3,,0,413.8,
02/01/2024 20:00,3018.4,2439.9,1992.3,2483.3,2741.8,6919.9,9592.9,6969.7,1001.4,3100.2,1005.4,29.3,,0,348.2,
02/01/2024 21:00,2919.7,2306.2,2020.6,2427,2785,6923.8,9189.8,6872.6,1106.8,2719.2,1000.9,29.2,,2.2,303.6,
02/01/2024 22:00,2916.8,2086.6,1973.1,2343.3,2308.8,6699.4,8677.7,6648.1,1239.1,2424.1,1004.2,29.2,,3,288.2,
02/01/2024 23:00,2935,1922,1910.5,2318.1,2455.9,6453.4,8693.1,6927.6,1172.1,2301.7,1003.1,29.2,,0,336.8,
03/01/2024 0:00,2607.6,1706.7,1643.8,2152.2,2145.3,6019,8403.7,6516.6,1142.6,2086.6,1005,29.1,,0,359.8,
03/01/2024 1:00,1925.2,1604,1829,2050.6,2463.1,5631.1,8464.8,6365.3,1103.1,1976.4,1003.6,29.1,,0,378.7,
03/01/2024 2:00,1910.5,1523.8,1698.5,1950.2,2166.7,5313.1,8469.8,6154.4,1024.3,1882.3,1003.5,29,,0,383.8,
03/01/2024 3:00,1910,1460.4,1294.5,1871.8,2150.7,5041.2,8425.5,5932,1014.8,1813.2,1004.1,28.9,,0,362.8,
03/01/2024 4:00,1910.6,1446.1,1262.6,1842,2126.7,4872,8204.3,5827.2,973.2,1794.8,1002.8,28.9,,0,339.3,
03/01/2024 5:00,1910.9,1544.3,1318.1,1872.1,2131.2,4869.7,8562.8,6069.1,932.9,1958.1,1004.2,28.8,,0,346.8,
03/01/2024 6:00,1911.9,1827.4,1762,2003.3,2207.7,5160.9,8859.7,6437,951.3,2324.4,1000.8,28.8,,0,387.6,
03/01/2024 7:00,1923.8,1844.9,1334.8,1904.8,2350.1,5426.7,8678.7,6308.5,1217.7,2349.9,1000.4,28.8,,0,505.1,
03/01/2024 8:00,2000.2,1646.4,1274.6,1850.1,3030.5,6255.8,8075.7,6409.9,1159.4,2001.9,1006.9,28.7,,0,418.3,
03/01/2024 9:00,2260.4,1723.7,1418.3,2036.2,3026.3,7156.1,9243.9,6624,988.1,1969.1,1003.1,28.7,,0,413.1,
03/01/2024 10:00,2213.7,1753.1,1849.9,2177.9,3152.2,7503,9305.9,6419.8,923.1,2022.2,1002.3,28.2,,0,434.9,
03/01/2024 11:00,2320.2,1725.4,1833.4,2194.3,3151.8,7601,9243.2,6388.2,975.3,2051.7,1001.8,28.2,,0,417.9,
03/01/2024 12:00,2339.5,1750.3,1405.3,2133.6,3082.9,7265.8,8958.9,5912.7,990,2044.4,1003.7,29,,0,415,
03/01/2024 13:00,2327.4,1737.9,1463.7,2171.2,3154.4,7464.7,9142.6,6264.1,1008,2152.7,1004.5,29,,0,452,
03/01/2024 14:00,2682,1942.4,1547.6,2284.6,3139.1,8013.8,9596.3,6799.2,1045.9,2365.6,1001.7,29,,0,461.9,
03/01/2024 15:00,2962.8,2036.2,1800.5,2297.7,3153.2,8117.3,9703.2,7093.3,1023.3,2472.3,1005,29.1,,0,507.7,
03/01/2024 16:00,3298.7,2119.1,1831.7,2276.8,3160.4,8137.4,9970.6,7575,1000.8,2597.2,1001.6,29.2,,0,473.2,
03/01/2024 17:00,3148.9,2175.6,1855.8,2167.4,3135.7,7599.9,9619.4,7519.8,993.5,2638.9,1004.2,29.2,,0,468.8,
03/01/2024 18:00,3118.1,2399.9,1919.4,2255.7,3285.3,7389.7,10178.7,7940.7,1139.9,3131.5,1003.5,29.3,,0,505.4,
03/01/2024 19:00,3155,2612,1914.9,2593.5,3445.1,7665.1,11166.7,8378.8,1362.1,3279.7,1001.8,29.3,,0,438.6,
03/01/2024 20:00,3254.4,2516,1916.3,2553.4,3420.8,7733.2,10639.9,8165.4,1330.8,3082.6,1001.5,29.3,,0,370.4,
03/01/2024 21:00,3278.9,2294.7,1941.9,2488.9,2797.3,7702.3,10606.3,8147,1361.9,2832.7,1002.2,29.3,,0,384.9,
03/01/2024 22:00,3386,2119.2,1989.1,2373.1,2631.9,7411.3,9630.3,7887.4,1340.9,2532.2,1002.6,29.2,,0,358.3,
03/01/2024 23:00,3320.9,2007.6,2065.7,2354.4,2606.8,7141.6,9852.5,8267.8,1297.6,2442.7,1005.7,29.2,,0,400.3,
04/01/2024 0:00,2751.9,1865,1826.7,2209.2,2616.9,6638.8,9031.3,7694,1221.8,2272.1,1003.9,29.1,,0,335.4,
04/01/2024 1:00,1920.5,1658.9,1848.8,2101.3,2712.4,6203,9316.8,7607.2,1257.2,2167.4,1002.2,29.1,,0,385.3,
04/01/2024 2:00,1928.2,1576.5,1838.7,2014.5,2718.6,5859.3,8962.2,7550.4,1576.3,2029.5,1004.2,29.1,,0,369.1,
04/01/2024 3:00,1931.3,1541.1,1812.6,1963.6,2886,5546.3,8543.8,7148,1465.2,2029,1004.4,29,,0,400.5,
04/01/2024 4:00,1936.9,1527.2,1820.8,1915.1,2705.6,5342.8,8432.1,7099.7,1396.5,1992.3,1003.8,29,,0,382.7,
04/01/2024 5:00,1934.5,1637.2,1781.1,1951.2,2594.1,5326.5,8880.5,7059.6,1354.8,2100.5,1005.4,29,,0,385.9,
04/01/2024 6:00,2246.7,1913.7,1839,2073.2,2628.4,5690.9,9273.4,7467.6,1348.6,2437.6,1006.3,28.8,,0,462.3,
04/01/2024 7:00,2297.4,1938.3,1918.8,1992.2,2644.3,5954.4,9221.6,7513.1,1373.3,2428.5,998.1,28.8,,0,526.9,
04/01/2024 8:00,2088.9,1715.8,1826.4,1931,2620.8,6660.9,9384.4,7372.6,1348.6,2076.5,1000.9,28.6,,0,427.2,
04/01/2024 9:00,2205.4,1753.4,1933.8,2129.5,3092,7592.1,9413.9,7429.2,1394,2035.8,999.8,28.9,,0,442.7,
04/01/2024 10:00,2343.6,1747.5,1915.2,2238.1,3183,7843.2,9524.5,7176.2,1296.6,2062.5,996.2,28.6,,0,470.5,
04/01/2024 11:00,2359.1,1769.1,1976.3,2285,3224.9,7915.5,9590.3,7133.2,1158.9,1859.8,1002.6,28.7,,0,546.2,
04/01/2024 12:00,2202.8,1734.2,1992.7,2211.7,2849.8,7521.4,9309.3,6522.6,1058.3,1785,998.5,28.7,,0,510.6,
04/01/2024 13:00,2407.6,1780,2059,2241,2966.3,7761.3,9645.7,6975.6,989,1845.7,1002.4,28.9,,0,518.5,
04/01/2024 14:00,2277.7,1933.7,2198.9,2393,3427.4,8439.2,10855,7947,1063.4,2079.5,1002.2,29.1,,0,587.2,
04/01/2024 15:00,2737.6,2034.9,2182.5,2389.8,3466.4,8584.7,11177.8,8231,1056.5,2278.9,999.7,29.1,,0,557.6,
04/01/2024 16:00,3024.3,2158.8,2200.6,2365.7,3467.6,8564.7,11424.2,8600.4,1023.3,2332.9,997.7,29.2,,0,540.5,
04/01/2024 17:00,2890.3,2173.3,2106.9,2266.4,2991.7,7932.5,11342.1,8371,1003.4,2373.8,993,29.3,,0,512.9,
04/01/2024 18:00,2687.5,2410.5,2398.1,2307.4,3145,7845.4,11582.1,8806.4,1078.7,2918.4,1006.4,29.3,,0,577.3,
04/01/2024 19:00,3081.7,2652.3,2375,2666.8,3324.9,8040.8,12212.6,9296.6,1395,3092.2,998.1,29.3,,0,521,
04/01/2024 20:00,3096.6,2572.5,2321.8,2623.5,3265,7976.2,11791.1,8937.9,1255.4,2880.9,998.8,29.3,,3,437,
04/01/2024 21:00,3090.1,2325.6,2288.3,2572.6,3185.4,7933.6,11521.9,8973.4,1250.2,2572.4,998.8,29.3,,0.6,411.4,
04/01/2024 22:00,2927.4,2142.6,1941.6,2446,3008.1,7682.5,11161.7,8709.7,1279.9,2259,1001.3,29.3,,0,472,
04/01/2024 23:00,3006.1,2047.5,2282,2421.4,3562.5,7397.9,10501.4,9304.4,1223.9,2181.3,1000.8,29.2,,0,516.3,
05/01/2024 0:00,2480.6,1677.6,1992.1,2271,2896.9,6839.6,10073.6,8753.9,1147.6,2110.8,1001.2,29.2,,0,443.4,
05/01/2024 1:00,1972.7,1635.2,2166.7,2158.7,2863.4,6411.2,9705.5,8502.4,1109.7,2005.4,1003.4,29.1,,0,466.6,
05/01/2024 2:00,1959.3,1640.1,2198.2,2080,2708.4,6107.3,9898.4,8432.6,1107.5,1966.6,1006.8,29.1,,0,483.8,
05/01/2024 3:00,1971.2,1580.9,2066.5,2015.2,2570.2,5865,9710.9,8169.6,1253,1866.6,1001.4,29,,0,454.2,
05/01/2024 4:00,1980.4,1578.6,1822.8,1957,2537.3,5663.5,9856,8159.3,1243.5,1837.7,1009.5,29,,0,429.6,
05/01/2024 5:00,1984,1707.2,1893,1983.4,2668.5,5641.5,9948.6,8080.2,1141.5,1985.4,1008.7,28.9,,0,444.3,
05/01/2024 6:00,2063.3,1984.4,2173.3,2117.3,3150.7,5945.9,10180.2,8534.7,1109.1,2319.5,1001.9,28.9,,0,528.9,
05/01/2024 7:00,2054.9,1973.9,2167.9,2037.6,3338.5,6165.6,10197.4,8399.9,1092,2359.4,1002.1,28.7,,0,645.3,
05/01/2024 8:00,2047.7,1734.5,1995.5,1966.9,3124.4,6876.5,10213.9,8136.2,1102.1,1996.4,1006.7,28.7,,0,531.9,
05/01/2024 9:00,2314,1700.7,2150.7,2149.1,3303.4,7801,10611.2,8111.3,1052.9,1953.2,1006.8,28.6,,0,571.5,
05/01/2024 10:00,2291.1,1708.3,2174.1,2250.3,3269.7,8029.8,10614.1,7761.5,1019,1943.5,1001.9,28.6,,0,515.4,
05/01/2024 11:00,2298,1725.8,1813.6,2269.7,3385.3,8113.7,10871.1,7570.3,1001.8,1979.1,1002.8,28.6,,0,533,
05/01/2024 12:00,2308.2,1693,1571.7,2175.6,3363,7688.4,10767.6,6890.2,1002.7,1909,1002.6,28.6,,0.9,508.6,
05/01/2024 13:00,2281.8,1710.7,1514.4,2175.7,3443.2,7897.4,10835.9,7252.6,993.4,1990.7,1005,28.8,,0,508.9,
05/01/2024 14:00,2360.6,1902.1,2228.6,2328.9,3760.7,8486.5,11650.4,8068.8,1079.6,2230.2,1006,28.8,,0,612.2,
05/01/2024 15:00,2752.1,1996,2230.8,2341.5,3691.3,8539.6,11812,8457.2,1028.4,2299.3,1004.6,29,,0,652.1,
05/01/2024 16:00,3130,2116.9,2184.4,2302.6,3683.4,8518,11682.5,8762.7,1021.3,2465.9,1006.2,29.1,,0,608.7,
05/01/2024 17:00,2502.9,2131.3,1835.7,2183.8,3481.5,7966.8,11848.7,8469.2,1006.6,2524.1,1003.6,29.2,,0,593.6,
05/01/2024 18:00,2726.2,2374.7,1979.3,2254.2,3495.9,7823.3,12197.7,8953.9,1039.5,2969.1,1001.6,29.2,,0,603.7,
05/01/2024 19:00,3150.8,2645.9,2180.5,2575.7,3502.7,8021.3,12480.1,9353.9,1162.3,3184.6,1007.7,29.2,,0,511.3,
05/01/2024 20:00,3140.9,2494.4,2139.8,2520.1,3423.1,7896,11798.9,9066.2,1172.9,2952.5,1004.6,29.2,,1.7,472.6,
05/01/2024 21:00,3142.1,2341.7,1998.7,2500,3394,7894.4,11611.4,9095,1229,2652.3,1005.3,29.1,,0,446.2,
05/01/2024 22:00,2947.1,2129.4,1734.9,2358.6,3242.8,7689.3,11269.6,8907.4,1176.8,2363.4,1006.2,29.1,,0,421.7,
05/01/2024 23:00,3145,2073.2,2379.1,2363.7,3383.5,7447.1,10644.9,9523.6,1191.6,2307.4,1000.7,29.1,,0,490.6,
06/01/2024 0:00,2642,1856.9,2051,2227.1,3220.1,6920.3,9935.3,8911.3,1173.7,2132.3,1006.2,29,,0,480.1,
06/01/2024 1:00,2311.7,1731.7,2095.2,2134.4,3334.3,6530.7,9271,8653.4,1127.8,2088.5,1003.5,29,,0,442.4,
06/01/2024 2:00,2263.8,1680,2150.6,2060.8,3342.6,6201.7,9282.7,8886.7,1047.5,2018,1004.1,29,,0,501.1,
06/01/2024 3:00,2139.4,1586,1916.9,1975.8,3261.2,5894.4,9240.5,8606.5,1026.2,1949.6,1002.6,28.9,,0,507.7,
06/01/2024 4:00,2010.2,1619.1,1930.9,1942.6,3348.5,5666.3,9286.7,8486.5,1081,1908.2,1012.5,28.9,,0,510.8,
06/01/2024 5:00,2027.1,1718.2,1815.4,1979.7,3197,5573.6,9303.2,8395,1337,2005.8,1004.1,28.8,,0,505.6,
06/01/2024 6:00,2019.3,1907.7,2022,2060.1,3342,5695.9,9510.2,8517,1273.9,2243.4,1003,28.8,,0,555.4,
06/01/2024 7:00,2015.1,1923.1,2047.6,1993.2,3386.9,5760.7,9326.4,8484,1220.9,2180.3,1004.8,28.7,,0,606.7,
06/01/2024 8:00,2085.4,1873.6,2065,2019.1,3397.2,6287.7,9382.2,8277,1112.8,2058.5,1007.2,28.7,,0,604.1,
06/01/2024 9:00,2857.7,1993.9,2193.4,2174.7,3400.1,7061,9727.5,8511,1073,2045.1,1002.5,28.7,,0,566.4,
06/01/2024 10:00,2716,1960.7,2198.2,2240,3428.9,7313.5,9686.4,8149.6,1039.3,2004.1,1005.1,28.6,,0,543.5,
06/01/2024 11:00,2730.3,1935.5,2065.2,2296.5,3369,7371.3,9788.9,8076.8,1008.2,2032.9,1009.7,28.6,,0,539.5,
06/01/2024 12:00,2198.3,1852.7,2092,2239.5,3351.2,6995.3,9444.3,7476.2,1005.4,1963.8,999.1,28.8,,0,478.7,
06/01/2024 13:00,2212.1,1899,2038.8,2254.9,3308.9,7164.5,10143.8,7808.3,1012.7,2013.9,1006.8,28.8,,0,501,
06/01/2024 14:00,2327.7,2037.7,2048.5,2339.3,3581.7,7704,11206.7,8600.8,1044.3,2166.1,1007.8,29,,0,573.9,
06/01/2024 15:00,2459.8,2150.9,2098.3,2346.8,3640,7823.2,11439.4,8920,1015.3,2327.7,1006.3,29.1,,0,565.1,
06/01/2024 16:00,2757.4,2211.9,2215.7,2352.3,3644.4,7876.2,12010.4,9291.1,989.9,2472.3,1008.5,29.1,,0,631,
06/01/2024 17:00,2192.3,2231.3,2245.3,2293.5,3593.2,7409.8,12101.4,9188.9,985.4,2556.5,1008.2,29.1,,0,550.8,
06/01/2024 18:00,2371.7,2506.6,2493.8,2386.4,3675.1,7414.5,12301.4,9580.3,1063.8,3045,1002.6,29.2,,0,599.7,
06/01/2024 19:00,3163.7,2778.8,2675.8,2684.7,3652.3,7724.3,12801.5,9902.2,1170.5,3239.5,1004.5,29.2,,0,568.9,
06/01/2024 20:00,3079.2,2685.9,2709.5,2624,3663.6,7736.8,12638.4,9708.4,1221.2,3013.4,1002.6,29.2,,0,562.3,
06/01/2024 21:00,2617.7,2502.6,2698.1,2573.3,3660.6,7765.8,12615.1,9786,1285.2,2758.7,988.5,29.2,,0,482.5,
06/01/2024 22:00,2814.8,2263,2632.1,2485,3501.1,7577.3,11978.8,9499.2,1301.9,2449,1005,29.2,,0,500.3,
06/01/2024 23:00,3062.4,2156.8,2455.1,2382.1,3407.6,7273.7,11130.5,9288.1,1302.1,2343.5,1004.5,29.2,,0,497.9,
07/01/2024 0:00,2542,1973.9,2160.7,2271,3305.1,6867.7,10665.1,8707.6,1223.8,2147.7,1004.8,29.2,,0,505.9,
07/01/2024 1:00,1820.4,1807.4,2201.6,2124.3,3332.7,6457.3,10554.7,8602.1,1143.8,2057.2,1004.4,29.2,,0,507.4,
07/01/2024 2:00,1826.3,1718.6,1779,2021.1,3213.6,6123.1,10558.5,8541,1141.8,1976.9,1007.3,29.1,,0,489.7,
07/01/2024 3:00,1788.8,1656.3,1591,1944,2810.7,5820.6,10316.3,8140,1181.8,1913.4,1003.8,29.1,,0,483.3,
07/01/2024 4:00,1810,1635.2,1249.3,1909.9,2608.7,5598.2,10209.2,8068,1487.4,1839.8,1001.7,29,,0,508,
07/01/2024 5:00,1903.2,1689.5,1241.5,1910.5,2686.6,5434.6,10287.3,7824.1,1428.2,1985.8,1004.2,29,,0,528.8,
07/01/2024 6:00,1913.4,1839.5,1100.4,1969.3,3352.7,5428.9,10364,7896.3,1393.8,2180,1004.7,28.7,,0,498.4,
07/01/2024 7:00,1908.5,1834.5,1004,1906,3361.7,5258.5,9949.3,7620.2,1395.4,2105.7,1004.7,28.9,,0,580.5,
07/01/2024 8:00,1978.4,1751.6,977,1868.7,3386.5,5315.7,9385.7,6965.2,1040.6,1912.1,1034.5,28.8,,0,520.3,
07/01/2024 9:00,2059.1,1755.2,1048.9,1959.9,3370.9,5644.1,9783.4,6738.6,647.4,1858.8,1004.1,28.8,,0.2,464.5,
07/01/2024 10:00,2147.6,1776.4,1143.9,2043,3384.6,5848.9,9417.2,6238.2,549,1865.3,1001.9,28.7,,0,522,
07/01/2024 11:00,2148.9,1709,1170.2,2077.7,3383.5,5923.7,9367.6,6131.5,481.2,1838.1,1004,28.2,,0,514.9,
07/01/2024 12:00,2155.6,1674.8,1130.7,2035.2,3370.4,5896.1,9428.8,6082,466.1,1813.9,1007,28.7,,0.4,474.1,
07/01/2024 13:00,2394.7,1746.5,1132.8,2034.9,3363.8,6039.4,9042.1,6221.5,968.6,1886,1002.7,28.7,,0,560.3,
07/01/2024 14:00,2865.9,1906.9,1185.2,2087.6,3380.3,6280.9,9460.3,6726.1,933.3,2036.4,1003.8,29,,0,584.9,
07/01/2024 15:00,2856.9,1982.5,1196.4,2094.6,3362.8,6451.2,9559.3,7067.6,926.6,2174.3,1007,29,,0,627.6,
07/01/2024 16:00,2939.4,2067.2,1197.3,2100.1,3331.4,6595.8,10095.1,7442.7,881,2337.7,1006.1,28.9,,0,621.4,
07/01/2024 17:00,2914.8,2153.8,1417,2098.6,3395.7,6574.4,10343.9,7769.2,870,2482.5,1004,28.9,,0,618.5,
07/01/2024 18:00,2968.7,2436.5,1376.4,2218.2,3493.3,6779.9,11635.5,8337.4,988.6,2986.6,1004.5,28.9,,0,609.7,
07/01/2024 19:00,2968.6,2640.1,1776.7,2548.4,3671.1,7291.9,12226.6,8901.5,1366.2,3253.4,1002.6,28.9,,0,548.2,
07/01/2024 20:00,2980.3,2562.8,1957.7,2505.3,3670.4,7416.6,12154.4,8903,1154.8,3058.7,1004.4,28.9,,0,522,
07/01/2024 21:00,2973.3,2396,2067.1,2434.7,3488.4,7484.1,11809.9,8973.1,1088.1,2758.5,1008.2,28.9,,0,428.1,
07/01/2024 22:00,2985.8,2209.3,2003.5,2354.9,3351,7234.9,10694.5,8576.1,1304.6,2478.9,1001.4,28.9,,0,498.8,
07/01/2024 23:00,3032.3,1991.4,1993.2,2261.1,3222.1,6924.9,10421.2,8312.3,1093.7,2284.4,998.5,28.9,,0,498.5,
08/01/2024 0:00,1988.5,1770.5,1845,2117.6,3294.4,6424.2,9886,7825.3,1107.1,2097.5,1006.4,28.9,,0,487.1,
08/01/2024 1:00,2069,1637.9,1653,2021.2,3134.2,5994,9865.1,7812.3,1083.1,2042.4,1004.1,28.9,,0,462,
08/01/2024 2:00,1907.6,1627.6,1747.6,1940.1,3214.8,5648.7,9920.6,7598.5,1027.8,1935.1,1001.2,28.8,,0,481.6,
08/01/2024 3:00,1918.5,1572.9,1447.3,1864,2978,5379.1,9825.1,7386.9,982.7,1907.3,1002.9,28.8,,0,461.6,
08/01/2024 4:00,1916.9,1577.3,1370.7,1847.7,2754,5222.1,10070.8,7484.9,985.7,1897.9,1004,28.7,,0,488.5,
08/01/2024 5:00,1915.2,1687.9,1461.3,1898.7,2821,5272.1,10281.8,7617.3,1030.4,2034.3,1004,28.7,,0,483.5,
08/01/2024 6:00,1925.8,1977.6,1665.8,2049.1,3115.4,5657.9,10464.4,7946,1043.6,2347.6,1008.8,28.7,,0,544.3,
08/01/2024 7:00,1894.2,1999.9,1683.9,2010.8,3089.7,6078.5,10520.4,7864.8,1302.4,2397.7,1003.8,28.7,,0,607.1,
08/01/2024 8:00,2005.3,1797.8,1656.8,1926.8,3137.4,6930.4,10577.5,8090.1,1248.4,2070.9,1005,28.6,,3.2,459.4,
08/01/2024 9:00,3163.4,1847.2,1622.5,2130.9,3040.2,8009.9,10440.8,8129.9,1058.5,2099,1004.2,28.6,,0,504.4,
08/01/2024 10:00,2987.3,1789.9,1644.9,2205,3114.9,8303.6,10618.6,7856.8,1002.1,2100.5,1001.1,28.6,,0,520.6,
08/01/2024 11:00,2988.1,1883.7,1692.3,2249.2,3118.6,8427.5,10817,7802.6,978.2,2134.5,1009.1,28.6,,0,566.3,
08/01/2024 12:00,2199.5,1769.1,1539,2152.9,2891.4,8021.8,10751.7,7095,942.9,2060.8,1004.4,28.7,,0,513.8,
08/01/2024 13:00,2191,1820.5,1674.4,2194.6,3147.7,8217.5,11397.8,7402.5,921.1,2159.4,1002.8,28.4,,0,535.6,
08/01/2024 14:00,2300.5,2003.7,1635.1,2330.6,3399.2,8797.6,12584.4,8389.9,987.8,2393.5,1001,28.9,,0,584.6,
08/01/2024 15:00,2578.1,2133.4,1756.7,2338,3542.1,8891.7,12682.1,8665.6,977.6,2535.4,1003.3,28.9,,0,613.1,
