Year,Month,LOAD,Quantity,UNIT
2005,May,GENERATION,12353.48182,GWh
2005,May,LOAD FACTOR,80.85,%
2005,June,PEAK,19237.5,MW
2005,June,GENERATION,11637.22977,GWh
2005,June,LOAD FACTOR,84.02,%
2005,July,PEAK,18960.1,MW
2005,July,GENERATION,11419.61572,GWh
2005,July,LOAD FACTOR,80.95,%
2005,August,PEAK,19039.4,MW
2005,August,GENERATION,11470.47475,GWh
2005,August,LOAD FACTOR,80.98,%
2005,September,PEAK,18775.9,MW
2005,September,GENERATION,11250.1893,GWh
2005,September,LOAD FACTOR,83.22,%
2005,October,PEAK,18758.7,MW
2005,October,GENERATION,11545.86177,GWh
2005,October,LOAD FACTOR,82.73,%
2005,November,PEAK,19092.4,MW
2005,November,GENERATION,11023.81067,GWh
2005,November,LOAD FACTOR,80.19,%
2005,December,PEAK,18449.7,MW
2005,December,GENERATION,10334.03404,GWh
2005,December,LOAD FACTOR,75.28,%
2006,January,PEAK,18879.2,MW
2006,January,GENERATION,10756.79784,GWh
2006,January,LOAD FACTOR,76.58,%
2006,February,PEAK,19695.7,MW
2006,February,GENERATION,10768.74214,GWh
2006,February,LOAD FACTOR,81.36,%
2006,March,PEAK,20744.8,MW
2006,March,GENERATION,12720.03762,GWh
2006,March,LOAD FACTOR,82.41,%
2006,April,PEAK,20531.3,MW
2006,April,GENERATION,11627.46853,GWh
2006,April,LOAD FACTOR,78.65,%
2006,May,PEAK,21064,MW
2006,May,GENERATION,12436.41108,GWh
2006,May,LOAD FACTOR,79.35,%
2006,June,PEAK,20439.3,MW
2006,June,GENERATION,12180.66801,GWh
2006,June,LOAD FACTOR,82.76,%
2006,July,PEAK,20040.3,MW
2006,July,GENERATION,12272.51422,GWh
2006,July,LOAD FACTOR,82.31,%
2006,August,PEAK,19869.7,MW
2006,August,GENERATION,12233.18494,GWh
2006,August,LOAD FACTOR,82.75,%
2006,September,PEAK,20213.5,MW
2006,September,GENERATION,11885.17056,GWh
2006,September,LOAD FACTOR,81.66,%
2006,October,PEAK,20052.3,MW
2006,October,GENERATION,12008.61881,GWh
2006,October,LOAD FACTOR,80.49,%
2006,November,PEAK,20443.6,MW
2006,November,GENERATION,11925.30061,GWh
2006,November,LOAD FACTOR,81.01,%
2006,December,PEAK,20092,MW
2006,December,GENERATION,11103.64872,GWh
2006,December,LOAD FACTOR,74.27,%
2007,January,PEAK,19754.8,MW
2007,January,GENERATION,11259.34494,GWh
2007,January,LOAD FACTOR,76.6,%
2007,February,PEAK,20592.9,MW
2007,February,GENERATION,10903.29725,GWh
2007,February,LOAD FACTOR,78.79,%
2007,March,PEAK,22161,MW
2007,March,GENERATION,13262.19431,GWh
2007,March,LOAD FACTOR,80.43,%
2007,April,PEAK,22586,MW
2007,April,GENERATION,12214.48885,GWh
2007,April,LOAD FACTOR,75.11,%
2007,May,PEAK,21234,MW
2007,May,GENERATION,12662.56074,GWh
2007,May,LOAD FACTOR,80.15,%
2007,June,PEAK,21555.4,MW
2007,June,GENERATION,12767.67154,GWh
2007,June,LOAD FACTOR,82.26,%
2007,July,PEAK,20396.3,MW
2007,July,GENERATION,12576.96868,GWh
2007,July,LOAD FACTOR,82.88,%
2007,August,PEAK,20853,MW
2007,August,GENERATION,12734.5653,GWh
2007,August,LOAD FACTOR,82.08,%
2007,September,PEAK,21062.7,MW
2007,September,GENERATION,12719.79126,GWh
2007,September,LOAD FACTOR,83.87,%
2007,October,PEAK,20594.4,MW
2007,October,GENERATION,12479.29381,GWh
2007,October,LOAD FACTOR,81.4,%
2007,November,PEAK,20483,MW
2007,November,GENERATION,11578.81655,GWh
2007,November,LOAD FACTOR,78.51,%
2007,December,PEAK,20957,MW
2007,December,GENERATION,11866.89882,GWh
2007,December,LOAD FACTOR,76.1,%
2008,January,PEAK,20733,MW
2008,January,GENERATION,11881.1,GWh
2008,January,LOAD FACTOR,77.2,%
2008,February,PEAK,20708.2,MW
2008,February,GENERATION,11530.95,GWh
2008,February,LOAD FACTOR,80,%
2008,March,PEAK,22122.1,MW
2008,March,GENERATION,13287.76,GWh
2008,March,LOAD FACTOR,80.73,%
2008,April,PEAK,22568.2,MW
2008,April,GENERATION,12591.95,GWh
2008,April,LOAD FACTOR,77.49,%
2008,May,PEAK,21610,MW
2008,May,GENERATION,13057.87,GWh
2008,May,LOAD FACTOR,81.21,%
2008,June,PEAK,21395.8,MW
2008,June,GENERATION,12784.63,GWh
2008,June,LOAD FACTOR,82.99,%
2008,July,PEAK,21489,MW
2008,July,GENERATION,13070.5,GWh
2008,July,LOAD FACTOR,81.7,%
2008,August,PEAK,21590,MW
2008,August,GENERATION,13069.69,GWh
2008,August,LOAD FACTOR,81.3,%
2008,September,PEAK,21013.7,MW
2008,September,GENERATION,12831.93,GWh
2008,September,LOAD FACTOR,82.2,%
2008,October,PEAK,20711.4,MW
2008,October,GENERATION,12718,GWh
2008,October,LOAD FACTOR,82.53,%
2008,November,PEAK,20200.9,MW
2008,November,GENERATION,11348,GWh
2008,November,LOAD FACTOR,78.01,%
2008,December,PEAK,18394.1,MW
2008,December,GENERATION,10539,GWh
2008,December,LOAD FACTOR,77,%
2009,January,PEAK,18602.9,MW
2009,January,GENERATION,10140.00555,GWh
2009,January,LOAD FACTOR,73.26298435,%
2009,February,PEAK,20753.6,MW
2009,February,GENERATION,10861.40415,GWh
2009,February,LOAD FACTOR,77.87951874,%
2009,March,PEAK,21318.1,MW
2009,March,GENERATION,12614.21119,GWh
2009,March,LOAD FACTOR,79.53140724,%
2009,April,PEAK,22044.9,MW
2009,April,GENERATION,11890.25376,GWh
2009,April,LOAD FACTOR,74.91184509,%
2009,May,PEAK,20827.5,MW
2009,May,GENERATION,12495.84336,GWh
2009,May,LOAD FACTOR,80.6409237,%
2009,June,PEAK,20844.8,MW
2009,June,GENERATION,12445.07822,GWh
2009,June,LOAD FACTOR,82.92154809,%
2009,July,PEAK,20505.7,MW
2009,July,GENERATION,12534.03469,GWh
2009,July,LOAD FACTOR,82.15677017,%
2009,August,PEAK,21257.9,MW
2009,August,GENERATION,12891.99672,GWh
2009,August,LOAD FACTOR,81.51300261,%
2009,September,PEAK,20957.4,MW
2009,September,GENERATION,12487.77117,GWh
2009,September,LOAD FACTOR,82.75896163,%
2009,October,PEAK,21020,MW
2009,October,GENERATION,12828.38139,GWh
2009,October,LOAD FACTOR,82.02877308,%
2009,November,PEAK,21804.2,MW
2009,November,GENERATION,12011.13622,GWh
2009,November,LOAD FACTOR,76.50880857,%
2009,December,PEAK,20885.6,MW
2009,December,GENERATION,11958.55642,GWh
2009,December,LOAD FACTOR,76.95890239,%
2010,January,PEAK,20969.5,MW
2010,January,GENERATION,12289.97432,GWh
2010,January,LOAD FACTOR,78.77528167,%
2010,February,PEAK,21872.3,MW
2010,February,GENERATION,12351.41865,GWh
2010,February,LOAD FACTOR,84.03362825,%
2010,March,PEAK,23304.05,MW
2010,March,GENERATION,14178.69768,GWh
2010,March,LOAD FACTOR,81.77715613,%
2010,April,PEAK,23897.72,MW
2010,April,GENERATION,13606.66359,GWh
2010,April,LOAD FACTOR,79.07927566,%
2010,May,PEAK,24009.9,MW
2010,May,GENERATION,14546.94372,GWh
2010,May,LOAD FACTOR,81.43450703,%
2010,June,PEAK,23237.3,MW
2010,June,GENERATION,13933.34714,GWh
2010,June,LOAD FACTOR,83.27934409,%
2010,July,PEAK,22865.5,MW
2010,July,GENERATION,13916.79714,GWh
2010,July,LOAD FACTOR,81.80609433,%
2010,August,PEAK,21893.42,MW
2010,August,GENERATION,13440.21743,GWh
2010,August,LOAD FACTOR,82.51250089,%
2010,September,PEAK,22214.97,MW
2010,September,GENERATION,13359.42336,GWh
2010,September,LOAD FACTOR,83.52365395,%
2010,October,PEAK,21774.48,MW
2010,October,GENERATION,13348.38087,GWh
2010,October,LOAD FACTOR,82.39632881,%
2010,November,PEAK,22294.75,MW
2010,November,GENERATION,12629.49889,GWh
2010,November,LOAD FACTOR,78.67758411,%
2010,December,PEAK,22302.2,MW
2010,December,GENERATION,12550.25226,GWh
2010,December,LOAD FACTOR,75.63656779,%
2011,January,PEAK,21288.3,MW
2011,January,GENERATION,12313.84612,GWh
2011,January,LOAD FACTOR,77.74631341,%
2011,February,PEAK,22206.9,MW
2011,February,GENERATION,12286.62583,GWh
2011,February,LOAD FACTOR,82.33328102,%
2011,March,PEAK,23156.33,MW
2011,March,GENERATION,13569.92434,GWh
2011,March,LOAD FACTOR,78.76526902,%
2011,April,PEAK,23322.12,MW
2011,April,GENERATION,13058.87892,GWh
2011,April,LOAD FACTOR,77.76879562,%
2011,May,PEAK,23900.21,MW
2011,May,GENERATION,14403.71848,GWh
2011,May,LOAD FACTOR,81.00278894,%
2011,June,PEAK,23029.24,MW
2011,June,GENERATION,13936.46038,GWh
2011,June,LOAD FACTOR,84.05051566,%
2011,July,PEAK,23351.35,MW
2011,July,GENERATION,14110.88688,GWh
2011,July,LOAD FACTOR,81.22119623,%
2011,August,PEAK,23442.5,MW
2011,August,GENERATION,14169.2929,GWh
2011,August,LOAD FACTOR,81.24026246,%
2011,September,PEAK,22808.58,MW
2011,September,GENERATION,13807.13427,GWh
2011,September,LOAD FACTOR,84.07725344,%
2011,October,PEAK,22062.1,MW
2011,October,GENERATION,13119.72855,GWh
2011,October,LOAD FACTOR,79.92912618,%
2011,November,PEAK,20954.6,MW
2011,November,GENERATION,12188.03424,GWh
2011,November,LOAD FACTOR,80.78333795,%
2011,December,PEAK,21104.9,MW
2011,December,GENERATION,11972.24283,GWh
2011,December,LOAD FACTOR,76.24638938,%
2012,January,PEAK,22251.1,MW
2012,January,GENERATION,13039.44024,GWh
2012,January,LOAD FACTOR,78.77,%
2012,February,PEAK,23554.4,MW
2012,February,GENERATION,13602.70417,GWh
2012,February,LOAD FACTOR,82.97,%
2012,March,PEAK,24571.51,MW
2012,March,GENERATION,15258.32429,GWh
2012,March,LOAD FACTOR,83.46,%
2012,April,PEAK,26121.1,MW
2012,April,GENERATION,14395.9998,GWh
2012,April,LOAD FACTOR,76.55,%
2012,May,PEAK,25207.27,MW
2012,May,GENERATION,15413.24233,GWh
2012,May,LOAD FACTOR,82.19,%
2012,June,PEAK,23927.3,MW
2012,June,GENERATION,14580.7709,GWh
2012,June,LOAD FACTOR,84.64,%
2012,July,PEAK,23932.6,MW
2012,July,GENERATION,14835.35033,GWh
2012,July,LOAD FACTOR,83.32,%
2012,August,PEAK,24155.7,MW
2012,August,GENERATION,14680.38296,GWh
2012,August,LOAD FACTOR,81.69,%
2012,September,PEAK,24009.3,MW
2012,September,GENERATION,14201.65827,GWh
2012,September,LOAD FACTOR,82.15,%
2012,October,PEAK,24131.33,MW
2012,October,GENERATION,14836.41289,GWh
2012,October,LOAD FACTOR,82.64,%
2012,November,PEAK,24657.91,MW
2012,November,GENERATION,14520.48962,GWh
2012,November,LOAD FACTOR,81.79,%
2012,December,PEAK,24073.85,MW
2012,December,GENERATION,13955.18405,GWh
2012,December,LOAD FACTOR,77.91,%
2013,January,PEAK,23390.78,MW
2013,January,GENERATION,13653.33442,GWh
2013,January,LOAD FACTOR,78.45508332,%
2013,February,PEAK,24589.4,MW
2013,February,GENERATION,13461.17035,GWh
2013,February,LOAD FACTOR,81.46397835,%
2013,March,PEAK,26422.97,MW
2013,March,GENERATION,15731.11467,GWh
2013,March,LOAD FACTOR,80.021176,%
2013,April,PEAK,26324.61,MW
2013,April,GENERATION,14675.16685,GWh
2013,April,LOAD FACTOR,77.42631772,%
2013,May,PEAK,26598.14,MW
2013,May,GENERATION,16059.09064,GWh
2013,May,LOAD FACTOR,81.15153632,%
2013,June,PEAK,25038.04,MW
2013,June,GENERATION,14744.57911,GWh
2013,June,LOAD FACTOR,81.78987693,%
2013,July,PEAK,24568.41,MW
2013,July,GENERATION,14746.55715,GWh
2013,July,LOAD FACTOR,80.67531163,%
2013,August,PEAK,23941.68,MW
2013,August,GENERATION,14854.04017,GWh
2013,August,LOAD FACTOR,83.39058808,%
2013,September,PEAK,24363.69,MW
2013,September,GENERATION,14385.03603,GWh
2013,September,LOAD FACTOR,82.00406717,%
2013,October,PEAK,23741.5,MW
2013,October,GENERATION,14474.49041,GWh
2013,October,LOAD FACTOR,81.94494968,%
2013,November,PEAK,24251.18,MW
2013,November,GENERATION,14154.73167,GWh
2013,November,LOAD FACTOR,81.065538,%
2013,December,PEAK,22905.22,MW
2013,December,GENERATION,12438.12532,GWh
2013,December,LOAD FACTOR,72.98733816,%
2014,January,PEAK,22556.93,MW
2014,January,GENERATION,12685.04907,GWh
2014,January,LOAD FACTOR,75.58562775,%
2014,February,PEAK,23658.59,MW
2014,February,GENERATION,12961.77287,GWh
2014,February,LOAD FACTOR,81.52790374,%
2014,March,PEAK,26105.94,MW
2014,March,GENERATION,15753.80269,GWh
2014,March,LOAD FACTOR,81.1097627,%
2014,April,PEAK,26942.1,MW
2014,April,GENERATION,15100.39004,GWh
2014,April,LOAD FACTOR,77.8438353,%
2014,May,PEAK,26473.3,MW
2014,May,GENERATION,16414.72794,GWh
2014,May,LOAD FACTOR,83.3398419,%
2014,June,PEAK,26253.29,MW
2014,June,GENERATION,15461.28679,GWh
2014,June,LOAD FACTOR,81.79549849,%
2014,July,PEAK,25017.19,MW
2014,July,GENERATION,15428.37528,GWh
2014,July,LOAD FACTOR,82.89125814,%
2014,August,PEAK,24623.74,MW
2014,August,GENERATION,15180.44009,GWh
2014,August,LOAD FACTOR,82.86238126,%
2014,September,PEAK,24785.24,MW
2014,September,GENERATION,15003.59555,GWh
2014,September,LOAD FACTOR,84.07555124,%
2014,October,PEAK,24181.13,MW
2014,October,GENERATION,15045.07581,GWh
2014,October,LOAD FACTOR,83.62667951,%
2014,November,PEAK,24961.8,MW
2014,November,GENERATION,14625.59514,GWh
2014,November,LOAD FACTOR,81.3776514,%
2014,December,PEAK,24493.26,MW
2014,December,GENERATION,13601.16252,GWh
2014,December,LOAD FACTOR,74.63739989,%
2015,January,PEAK,23769,MW
2015,January,GENERATION,13304.54057,GWh
2015,January,LOAD FACTOR,75.23306015,%
2015,February,PEAK,24629.5,MW
2015,February,GENERATION,13264.31398,GWh
2015,February,LOAD FACTOR,80.14195362,%
2015,March,PEAK,26072.1,MW
2015,March,GENERATION,16050.58988,GWh
2015,March,LOAD FACTOR,82.74505504,%
2015,April,PEAK,27139,MW
2015,April,GENERATION,15130.50208,GWh
2015,April,LOAD FACTOR,77.4331634,%
2015,May,PEAK,27198.4,MW
2015,May,GENERATION,16888.80049,GWh
2015,May,LOAD FACTOR,83.46079425,%
2015,June,PEAK,27345.8,MW
2015,June,GENERATION,16052.51067,GWh
2015,June,LOAD FACTOR,81.53044968,%
2015,July,PEAK,26049.5,MW
2015,July,GENERATION,15977.04725,GWh
2015,July,LOAD FACTOR,82.43738217,%
2015,August,PEAK,26027.8,MW
2015,August,GENERATION,15647.31693,GWh
2015,August,LOAD FACTOR,80.80337162,%
2015,September,PEAK,25676.6,MW
2015,September,GENERATION,15313.90112,GWh
2015,September,LOAD FACTOR,82.83537196,%
2015,October,PEAK,25044.8,MW
2015,October,GENERATION,15491.25411,GWh
2015,October,LOAD FACTOR,83.13733033,%
2015,November,PEAK,25956.7,MW
2015,November,GENERATION,15340.7177,GWh
2015,November,LOAD FACTOR,82.08498138,%
2015,December,PEAK,25722.3,MW
2015,December,GENERATION,14725.41061,GWh
2015,December,LOAD FACTOR,76.94575741,%
2016,January,PEAK,25312.3,MW
2016,January,GENERATION,14517.06627,GWh
2016,January,LOAD FACTOR,77.09,%
2016,February,PEAK,25103.51,MW
2016,February,GENERATION,13787.72089,GWh
2016,February,LOAD FACTOR,78.91,%
2016,March,PEAK,27242,MW
2016,March,GENERATION,16727.63537,GWh
2016,March,LOAD FACTOR,82.53,%
2016,April,PEAK,29403.7,MW
2016,April,GENERATION,16610.72622,GWh
2016,April,LOAD FACTOR,78.46,%
2016,May,PEAK,29618.8,MW
2016,May,GENERATION,17588.34684,GWh
2016,May,LOAD FACTOR,79.82,%
2016,June,PEAK,26471,MW
2016,June,GENERATION,15865.9325,GWh
2016,June,LOAD FACTOR,83.25,%
2016,July,PEAK,25475,MW
2016,July,GENERATION,15875.41466,GWh
2016,July,LOAD FACTOR,83.76,%
2016,August,PEAK,26329,MW
2016,August,GENERATION,16369.59396,GWh
2016,August,LOAD FACTOR,83.57,%
2016,September,PEAK,25790.6,MW
2016,September,GENERATION,15657.90418,GWh
2016,September,LOAD FACTOR,84.32,%
2016,October,PEAK,26014.6,MW
2016,October,GENERATION,15906.88355,GWh
2016,October,LOAD FACTOR,82.19,%
2016,November,PEAK,26145.3,MW
2016,November,GENERATION,15465,GWh
2016,November,LOAD FACTOR,82.15,%
2016,December,PEAK,25272,MW
2016,December,GENERATION,14429,GWh
2016,December,LOAD FACTOR,76.7,%
2017,January,PEAK,25390.4,MW
2017,January,GENERATION,14467.16,GWh
2017,January,LOAD FACTOR,76.65,%
2017,February,PEAK,26240,MW
2017,February,GENERATION,13942.45,GWh
2017,February,LOAD FACTOR,78.89,%
2017,March,PEAK,27326,MW
2017,March,GENERATION,16974.5,GWh
2017,March,LOAD FACTOR,83.24,%
2017,April,PEAK,27708,MW
2017,April,GENERATION,15823.33,GWh
2017,April,LOAD FACTOR,79.2,%
2017,May,PEAK,28578,MW
2017,May,GENERATION,16869.63,GWh
2017,May,LOAD FACTOR,79.39,%
2017,June,PEAK,26747.2,MW
2017,June,GENERATION,16263.43,GWh
2017,June,LOAD FACTOR,84.24,%
2017,July,PEAK,26130,MW
2017,July,GENERATION,16030.02,GWh
2017,July,LOAD FACTOR,82.46,%
2017,August,PEAK,26974.5,MW
2017,August,GENERATION,16701.4,GWh
2017,August,LOAD FACTOR,83.22,%
2017,September,PEAK,27500,MW
2017,September,GENERATION,16423.21,GWh
2017,September,LOAD FACTOR,82.94,%
2017,October,PEAK,26074.6,MW
2017,October,GENERATION,15850.58,GWh
2017,October,LOAD FACTOR,81.70611634,%
2017,November,PEAK,26749,MW
2017,November,GENERATION,15339.14,GWh
2017,November,LOAD FACTOR,79.64,%
2017,December,PEAK,26554,MW
2017,December,GENERATION,14285.37,GWh
2017,December,LOAD FACTOR,72.31,%
2018,January,PEAK,25677.3,MW
2018,January,GENERATION,14871.38,GWh
2018,January,LOAD FACTOR,77.84501697,%
2018,February,PEAK,26351.8,MW
2018,February,GENERATION,13992.04,GWh
2018,February,LOAD FACTOR,79.01352495,%
2018,March,PEAK,27314,MW
2018,March,GENERATION,16957.39,GWh
2018,March,LOAD FACTOR,83.45,%
2018,April,PEAK,28338,MW
2018,April,GENERATION,15599,GWh
2018,April,LOAD FACTOR,76.45,%
2018,May,PEAK,27331,MW
2018,May,GENERATION,16788,GWh
2018,May,LOAD FACTOR,82.56,%
2018,June,PEAK,26928,MW
2018,June,GENERATION,16435,GWh
2018,June,LOAD FACTOR,84.77,%
2018,July,PEAK,26201,MW
2018,July,GENERATION,16361,GWh
2018,July,LOAD FACTOR,83.93,%
2018,August,PEAK,26492,MW
2018,August,GENERATION,16484,GWh
2018,August,LOAD FACTOR,83.64,%
2018,September,PEAK,27430,MW
2018,September,GENERATION,16081,GWh
2018,September,LOAD FACTOR,81.43,%
2018,October,PEAK,26836,MW
2018,October,GENERATION,16474,GWh
2018,October,LOAD FACTOR,82.51,%
2018,November,PEAK,27221,MW
2018,November,GENERATION,15818,GWh
2018,November,LOAD FACTOR,80.7,%
2018,December,PEAK,26672,MW
2018,December,GENERATION,15249,GWh
2018,December,LOAD FACTOR,76.85,%
2019,January,PEAK,25898.3,MW
2019,January,GENERATION,15063.21,GWh
2019,January,LOAD FACTOR,78.17598066,%
2019,February,PEAK,27215,MW
2019,February,GENERATION,15093.21,GWh
2019,February,LOAD FACTOR,82.52911625,%
2019,March,PEAK,28721.5,MW
2019,March,GENERATION,17699.94,GWh
2019,March,LOAD FACTOR,82.83077811,%
2019,April,PEAK,30120.2,MW
2019,April,GENERATION,17386.57,GWh
2019,April,LOAD FACTOR,80.17215652,%
2019,May,PEAK,30853.2,MW
2019,May,GENERATION,18277.38,GWh
2019,May,LOAD FACTOR,79.62341335,%
2019,June,PEAK,29799.9,MW
2019,June,GENERATION,17162.9,GWh
2019,June,LOAD FACTOR,79.9914131,%
2019,July,PEAK,28014.6,MW
2019,July,GENERATION,17025.62,GWh
2019,July,LOAD FACTOR,81.68561339,%
2019,August,PEAK,26987,MW
2019,August,GENERATION,16620.44,GWh
2019,August,LOAD FACTOR,82.77739475,%
2019,September,PEAK,26936.7,MW
2019,September,GENERATION,15954.34,GWh
2019,September,LOAD FACTOR,82.26251009,%
2019,October,PEAK,28026,MW
2019,October,GENERATION,17040.67,GWh
2019,October,LOAD FACTOR,81.72398093,%
2019,November,PEAK,26958,MW
2019,November,GENERATION,15882.71,GWh
2019,November,LOAD FACTOR,81.82847186,%
2019,December,PEAK,26295,MW
2019,December,GENERATION,14643,GWh
2019,December,LOAD FACTOR,74.85,%
2020,January,PEAK,27423,MW
2020,January,GENERATION,16138.35,GWh
2020,January,LOAD FACTOR,79.10019708,%
2020,February,PEAK,27112.3,MW
2020,February,GENERATION,15476.75,GWh
2020,February,LOAD FACTOR,82.01705414,%
2020,March,PEAK,28636.7,MW
2020,March,GENERATION,17618.36,GWh
2020,March,LOAD FACTOR,82.69315737,%
2020,April,PEAK,27747,MW
2020,April,GENERATION,15715.24,GWh
2020,April,LOAD FACTOR,78.662792,%
2020,May,PEAK,28328,MW
2020,May,GENERATION,16899.48,GWh
2020,May,LOAD FACTOR,80.18425371,%
2020,June,PEAK,27240,MW
2020,June,GENERATION,15887.39,GWh
2020,June,LOAD FACTOR,81.00580564,%
2020,July,PEAK,26855,MW
2020,July,GENERATION,16390.24,GWh
2020,July,LOAD FACTOR,82.03243508,%
2020,August,PEAK,27235,MW
2020,August,GENERATION,16347.5,GWh
2020,August,LOAD FACTOR,80.67872087,%
2020,September,PEAK,27159.4,MW
2020,September,GENERATION,16194.99,GWh
2020,September,LOAD FACTOR,82.8186251,%
2020,October,PEAK,26161.6,MW
2020,October,GENERATION,15474.85,GWh
2020,October,LOAD FACTOR,79.50404245,%
2020,November,PEAK,27433,MW
2020,November,GENERATION,15291.6,GWh
2020,November,LOAD FACTOR,77.41892368,%
2020,December,PEAK,25924.1,MW
2020,December,GENERATION,14482.65,GWh
2020,December,LOAD FACTOR,75.08815125,%
2021,January,PEAK,25686.2,MW
2021,January,GENERATION,14144.63,GWh
2021,January,LOAD FACTOR,74.01483856,%
2021,February,PEAK,26318.8,MW
2021,February,GENERATION,14263.34,GWh
2021,February,LOAD FACTOR,80.6465657,%
2021,March,PEAK,29536.8,MW
2021,March,GENERATION,18011.64,GWh
2021,March,LOAD FACTOR,81.96281773,%
2021,April,PEAK,30135.3,MW
2021,April,GENERATION,16384.29,GWh
2021,April,LOAD FACTOR,75.51263247,%
2021,May,PEAK,29702,MW
2021,May,GENERATION,17871.17,GWh
2021,May,LOAD FACTOR,80.8712874,%
2021,June,PEAK,29692.1,MW
2021,June,GENERATION,17223.65,GWh
2021,June,LOAD FACTOR,80.56599604,%
2021,July,PEAK,28690.5,MW
2021,July,GENERATION,16675.01,GWh
2021,July,LOAD FACTOR,78.11870776,%
2021,August,PEAK,27642.1,MW
2021,August,GENERATION,16708.05,GWh
2021,August,LOAD FACTOR,81.24222274,%
2021,September,PEAK,26841.2,MW
2021,September,GENERATION,15965.71,GWh
2021,September,LOAD FACTOR,82.61403075,%
2021,October,PEAK,26920.4,MW
2021,October,GENERATION,16694.27,GWh
2021,October,LOAD FACTOR,83.35141731,%
2021,November,PEAK,27346.9,MW
2021,November,GENERATION,16112.22,GWh
2021,November,LOAD FACTOR,81.83042075,%
2021,December,PEAK,25596.9,MW
2021,December,GENERATION,14814.73,GWh
2021,December,LOAD FACTOR,77.79173066,%
2022,January,PEAK,26688.4,MW
2022,January,GENERATION,15642.39119,GWh
2022,January,LOAD FACTOR,78.77849307,%
2022,February,PEAK,27672.5,MW
2022,February,GENERATION,14866.52511,GWh
2022,February,LOAD FACTOR,79.94509068,%
2022,March,PEAK,30349,MW
2022,March,GENERATION,18378,GWh
2022,March,LOAD FACTOR,81.39,%
2022,April,PEAK,32254.5,MW
2022,April,GENERATION,17075.3455,GWh
2022,April,LOAD FACTOR,73.52697341,%
2022,May,PEAK,29675.3,MW
2022,May,GENERATION,17765.10753,GWh
2022,May,LOAD FACTOR,80.46366067,%
2022,June,PEAK,29593.6,MW
2022,June,GENERATION,17767.49832,GWh
2022,June,LOAD FACTOR,83.38654641,%
2022,July,PEAK,29558.1,MW
2022,July,GENERATION,17732.69749,GWh
2022,July,LOAD FACTOR,80.63532779,%
2022,August,PEAK,28951.8,MW
2022,August,GENERATION,17508,GWh
2022,August,LOAD FACTOR,81.28,%
2022,September,PEAK,27808,MW
2022,September,GENERATION,16596.50478,GWh
2022,September,LOAD FACTOR,82.89,%
2022,October,PEAK,27041.9,MW
2022,October,GENERATION,16344.0785,GWh
2022,October,LOAD FACTOR,81.23633117,%
2022,November,PEAK,27832.7,MW
2022,November,GENERATION,16330.96302,GWh
2022,November,LOAD FACTOR,81.49368577,%
2022,December,PEAK,27124.7,MW
2022,December,GENERATION,15050.52707,GWh
2022,December,LOAD FACTOR,74.57853193,%
2023,January,PEAK,25895.6,MW
2023,January,GENERATION,14716.72143,GWh
2023,January,LOAD FACTOR,76.39,%
2023,February,PEAK,27686.5,MW
2023,February,GENERATION,14955.11245,GWh
2023,February,LOAD FACTOR,80.38080514,%
2023,March,PEAK,30213.2,MW
2023,March,GENERATION,17895.39613,GWh
2023,March,LOAD FACTOR,79.61073896,%
2023,April,PEAK,32323.7,MW
2023,April,GENERATION,18462.03195,GWh
2023,April,LOAD FACTOR,79.32789574,%
2023,May,PEAK,34130.5,MW
2023,May,GENERATION,19747.18313,GWh
2023,May,LOAD FACTOR,77.77,%
2023,June,PEAK,31278.5,MW
2023,June,GENERATION,18192.58684,GWh
2023,June,LOAD FACTOR,80.7822681,%
2023,July,PEAK,30600.6,MW
2023,July,GENERATION,18345.81744,GWh
2023,July,LOAD FACTOR,80.58,%
2023,August,PEAK,30962.6,MW
2023,August,GENERATION,18187.85469,GWh
2023,August,LOAD FACTOR,78.95,%
2023,September,PEAK,28768.3,MW
2023,September,GENERATION,17222.43001,GWh
2023,September,LOAD FACTOR,83.14721995,%
2023,October,PEAK,28604.1,MW
2023,October,GENERATION,17526.53007,GWh
2023,October,LOAD FACTOR,82.3559003,%
2023,November,PEAK,29055.7,MW
2023,November,GENERATION,16576.05229,GWh
2023,November,LOAD FACTOR,79.23503768,%
2023,December,PEAK,29430.6,MW
2023,December,GENERATION,16275.00804,GWh
2023,December,LOAD FACTOR,74.32743745,%
2024,January,PEAK,28852.7,MW
2024,January,GENERATION,16922.73524,GWh
2024,January,LOAD FACTOR,78.83,%
2024,February,PEAK,30849.9,MW
2024,February,GENERATION,17321.31278,GWh
2024,February,LOAD FACTOR,80.67,%
2024,March,PEAK,32508.2,MW
2024,March,GENERATION,20026.79862,GWh
2024,March,LOAD FACTOR,82.8,%
2024,April,PEAK,36477.8,MW
2024,April,GENERATION,20507.78471,GWh
2024,April,LOAD FACTOR,78.08,%
2024,May,PEAK,36412.1,MW
2024,May,GENERATION,20526.329,GWh
2024,May,LOAD FACTOR,75.7691863,%
2024,June,PEAK,33109,MW
2024,June,GENERATION,18887,GWh
2024,June,LOAD FACTOR,79.23,%
2024,July,PEAK,30229,MW
2024,July,GENERATION,18233,GWh
2024,July,LOAD FACTOR,81.07,%
2024,August,PEAK,31201,MW
2024,August,GENERATION,18713.54633,GWh
2024,August,LOAD FACTOR,80.61,%
2024,September,PEAK,29952.5,MW
2024,September,GENERATION,17829.01587,GWh
